pmid,sentence
1897_0_edt,Relative low prevalence of pfcrt-SVMNT in Africa will result from genetic or other factors rendering P. falciparum less supportive of this haplotype than in South America or other regions.
1899_0_edt,"These results indicate that oxidative stress, impairment of the antioxidant system and abnormal lipid metabolism will play a role in the pathogenesis and progression of psoriasis and its related complications."
1901_0_edt,"This will elevate the risk of atherosclerosis, particularly cardiovascular disorders."
1903_0_edt,Our findings seem suggest that improving muscular fitness as well as an adherence to the SEADiet was an important strategy to reduce clustered cardiometabolic risk in youth.
1905_0_edt,Our data suggests that age and obesity will contribute to the sex-specific incidence of EGFR mutation in lung adenocarcinoma in different manners.
1907_0_edt,"Therefore, intravitreal steroids was useful in DME with HEs in the fovea."
1908_0_edt,"""Negative MRI results will cause a low compliance rate for recommended follow-up."""
1910_0_edt,"It was an effective approach to solve the dialysis problem for the economically week population in China, especially for people with a smaller body size with lower transport membrane."
1912_0_edt,The Pilates method was used as an alternative to improve mood disorders in overweight/obese individuals.
1914_0_edt,A progressive increase in WTC would play a crucial role in reducing fatigue and promoting sleep among employees.
1915_0_edt,"""Sitagliptin will protect β-cells in the pancreas by elongating the telomere length."""
1917_0_edt,""" In a randomized controlled trial of 230 infants with genetic risk factors for celiac disease, we did not find evidence that weaning to a diet of extensively hydrolyzed formula compared with cows milk-based formula would decrease the risk for celiac disease later in life."
1918_0_edt,Increased titers of cows milk antibody before anti-TG2A and celiac disease indicates that subjects with celiac disease had increased intestinal permeability in early life.
1919_0_edt,"Among women whose tumor tissue is positive for the IGFI receptor, reducing carbohydrate intake after diagnosis would reduce the risk of breast cancer recurrence."
1920_0_edt,Improved cholesterol level monitoring will increase adherence and cholesterol management.
1922_0_edt,"Nevertheless, the doses per kilogram of weight administrated had had an impact on the metformin effect."
1923_0_edt,Body contouring surgery had a positive effect on weight loss maintenance after body contouring determined from the mean weight change and on percentage of patients who maintain at least a 20% decrease in body weight.
1924_0_edt,Rapid progressors will benefit from careful clinical follow-up and early preventive measures.
1925_0_edt,"""Robotic surgery will offer particular advantages in obese patients with no conversions and no wound complications."""
1926_0_edt,An electronic dietary recording system will improve eating and exercise behaviour in a self-monitoring process.
1928_0_edt,"Appropriate regulations of UA, Hb and urine protein after diagnose was a promising treatment."
1929_0_edt,"Higher intakes of cholesterol and monounsaturated fatty acids will reduce risk of PD in men and women, respectively."
1930_0_edt,The determined interactions will result in differences in the risk conveyed through Hcy with regard to disease development in those with unfavorable GGT concentrations.
1931_0_edt,The present analysis shows that LopiGLIKÂ® will represent a more effective tool for clinical management of CV risk factors in subjects with mild hypercholesterolemia.
1932_0_edt,"Although metformin will improve tumour response in the non-randomized, retrospective studies analysed, it will necessarily confer survival benefits."
1933_0_edt,"There was, however, a trend toward a protective effect in patients with uncontrolled diabetes mellitus, suggesting that such patients will benefit from perioperative antibiotic use."
1934_0_edt,Variability in withdrawal of life-sustaining therapy had a potential impact both on rates of cDCD success and quality of palliative care.
1936_0_edt,Monitoring growth trajectories will improve chronic disease prevention.
1938_0_edt,"Thus, IR was accused of causing detrimental effect on male infertility due to hyperinsulinemic state and being one of the components for MetS."
1939_0_edt,Our study provides preliminary evidence that mothers who consume diets higher in fruit and lower in fried foods and cured meats during pregnancy will reduce the risk of unilateral retinoblastoma in their offspring.
1940_0_edt,Such initial differences would modulate the risk of cardiovascular events later in the course of arthritis.
1941_0_edt,Our results indicate that ANRIL polymorphisms will confer risk to development of MACE in incident patients on hemodialysis.
1942_0_edt,Sldenafil was a promising treatment for metabolic disease.
1943_0_edt,Regions with similar challenges in context and high risk populations for diabetes in pregnancy will benefit from this experience of implementing a register.
1944_0_edt,"Hence, this community-based overweight and obesity treatment program will help accommodate the need for improvements in treatment availability and accessibility."
1945_0_edt,"However, intensive prenatal nutrition counseling offered in an urban community health setting will decrease LGA births among a group of overweight and obese women from culturally diverse backgrounds at risk for adverse maternal and neonatal outcomes."
1946_0_edt,The lack of statin-OxPL-apoB treatment interaction suggested that\\xa0OxPLs was statin-independent therapeutic targets to reduce risk of cardiovascular events.
1947_0_edt,Our results suggest that the SNP rs3775291 in TLR3 will influence patient outcome.
1948_0_edt,Placement of a stent will decrease the likelihood of symptomatic recurrence.
1949_0_edt,"These results suggest rare CNVs had a role in breast cancer susceptibility, at least for disease at a young age."
1950_0_edt,A simultaneous integrated boost strategy would benefit from adaptive planning during the course.
1951_0_edt,"Metabolic disorders in this population was due to HIV infection or lifestyle (smoking, sedentary lifestyle and inadequate diet)."
1953_0_edt,"It was not dyslipidemia, but some other common genetic or risk factors that was responsible for the increased insulin resistance in antipsychotic naïve schizophrenia patients in our study population."
1954_0_edt,HDL cholesterol had a protective effect against sepsis.
1955_0_edt,Advances in knowledge: MR lesion characteristics will be helpful in determining whether small lesions on MR are benign or malignant.
1956_0_edt,Surgical resection with SRS will improve outcomes in patients with a limited number of large BMs compared with SRS alone.
1957_0_edt,Health education programs among the study population was effective for solving the problem.
1958_0_edt,"Subsequently, the aggregate had had a synergistic influence."
1959_0_edt,"""This suggests that whole-grain intake dominated by rye was favorable for T2D prevention."""
1960_0_edt,Age stratification will improve evaluation of risk for CVD and mortality in early RA.
1961_0_edt,Incorporation of this signature in prospective studies will help to stratify risk of early stage TNBC.
1962_0_edt,The short-term application of ZOL will be sufficient to improve the outcome in postmenopausal patients.
1966_0_edt,Elevated weight and obesity will cause these children significant additional health burdens.
1967_0_edt,"Preventing deterioration of malnutrition, coupled to early detection of HIV/AIDS with adequate antiretroviral treatment, and extending the duration of feeding supplementation, was crucial elements for ensuring full recovery and improve child survival in malnourished Zambian children."
1968_0_edt,This study suggests that total and red meat and meat nutrients will play a role in the etiology of prostate cancer in Uruguay.
1970_0_edt,Effective and efficient interventions that target children with obesity are necessary and would work in synergy with population-level prevention strategies to accelerate progress in reducing obesity prevalence.
1971_0_edt,MTHFR A1298C polymorphism will contribute to an increased risk of breast cancer and/or ovarian cancer susceptibility.
1972_0_edt,A childhood obesity intervention with electronic decision support for clinicians and self-guided behavior-change support for parents was more cost-effective than previous clinical interventions.
1973_0_edt,"Hence, it was concluded that continued use of DMPA will predispose females to the risk of cardiovascular disease in the long run."
1974_0_edt,Novel EN formulas with a lower nonprotein energy-to-nitrogen ratio will help to optimize protein delivery without the harmful effects of energy overfeeding.
1975_0_edt,"Different configurations of the body and, in particular, the hand and wrist system will influence the occurrence and severity of CTS."
1976_0_edt,Some DAN AP members are diving with medical conditions which would impact the safety of their diving.
1978_0_edt,"Dietary intake of cholesterol will increase the risk of active tuberculosis, whereas marine n-3 and n-6 FAs will reduce the risk of active tuberculosis in the Chinese population."
1979_0_edt,"At short term, unfavourable effects will occur."
1981_0_edt,"Patients with severe nutritional depletion or high surgical risk will benefit from mesenteric stenting for CMI, but close follow-up is required."
1982_0_edt,Altering margin policies to follow either SSO-ASTRO or ABS guidelines would result in a modest reduction in the national re-excision rate.
1983_0_edt,Addressing screening measures and glycaemic control along with social determinants such as literacy level and alcohol consumption was an important means of improving the HRQoL of TB with DM patients.
1984_0_edt,"Application of either form of therapy alone will have relatively miniscule effects on the aforementioned factors, in relation to the aggregate."
1985_0_edt,Detection and treatment of secondary lipid targets such as high TG and low HDL-C levels was important for the prevention of cardiovascular diseases.
1986_0_edt,"The inappropriate intake of selected nutrients will impair the functioning and quality of life of older adults with depression, such as the excess consumption of sucrose and insufficient consumption of protein, fiber, eicosapentaenoic acid, niacin and vitamin B6."
1987_0_edt,"In addition, almost 30% of those ineligible were taking a statin, suggesting the guidelines will provide an opportunity to decrease statin use in those at low ASCVD risk."
1988_0_edt,Physical therapy in conjunction with nutritional therapy will help prevent weakness in HSCT recipients.
1989_0_edt,We conclude that switching from rosuvastatin to another non-equipotent LLT will impart an increased risk of AMI and was avoided.
1990_0_edt,"Thus, the gut will mediate vitamin D effects."
1991_0_edt,"Moreover, optimizing vitamin D in early life was critical for later health."
1992_0_edt,"These observations suggest that OSA responds early and out of proportion to weight loss after metabolic and or bariatric surgery, thus weight independent factors will at least in part be responsible for early improvement in OSA postoperatively."
1993_0_edt,Our findings suggest that Mg will inhibit vascular calcification.
1994_0_edt,"Our results confirm the relationship between variations in PON1 activities and lipid metabolism, and showed that genetically programmed low PON1 activities had certain responsibility in the increase in glycemia and concomitantly the aggravation of atherosclerotic disease."
1995_0_edt,It was more effective to include the assessment of weight and height and nutritional intake in the context of the acute presentation as part of routine clinical assessment rather than relying on screening tools to identify those at risk.
1996_0_edt,The result of this study suggests that 30\\xa0minutes of needling at CV-12 was useful in reducing blood glucose level in patients with T2DM.
1997_0_edt,This suggests that TNP will play a role in enhancing wound healing.
1998_0_edt,"However, there is no evidence that ABCB1 C3435T polymorphism would play a role in susceptibility to breast cancer in Morocco."
1999_0_edt,Interventions that increase screening uptake will increase subsequent engagement with information.
2002_0_edt,There will be scope to reduce barriers to accessing non-English information and alternative communication strategies will benefit participants who are less inclined to weigh up advantages and disadvantages as part of their decision-making.
2003_0_edt,Our trial suggested that the effects of cooking classes focussing on salt reduction for housewives was transferred to family members (UMIN-CTR: 000018870).
2004_0_edt,"In addition to pharmacologic therapies and dietary interventions, providing behavioral therapy targeting healthy Internet use was promising to reduce the effects of obesity in adolescence."
2005_0_edt,Metformin will protect against coronary atherosclerosis in prediabetes and early diabetes mellitus among men.
2006_0_edt,"Moreover, its graphical representation was helpful for clinical decision making."
2007_0_edt,"A healthier dietary pattern, better exercise self-efficacy and adequate sleep (more than six hours a night) will increase the likelihood of AHT adherence in individuals with high BP."
2008_0_edt,Adding an allowance for accumulation of thyroidal iodine stores would produce an EAR of 72 Î¼g and a recommended dietary allowance of 80 Î¼g.
2009_0_edt,"Patients experience WL following RC, which was indicative of malnutrition."
2010_0_edt,Work-related psychosocial stress will increase the risk of T2DM only amongst women in their early 60s.
2011_0_edt,"Hypertension and a persistent acute phase response in patients with renal disease would contribute to CVD risk by effects upon fibrinogen and lipids, but requires confirmation by prospective evaluation."
2013_0_edt,It adds to the literature suggesting that abdominoplasties in select patients will improve incontinence symptoms.
2014_0_edt,"These will represent a precursor or forme fruste of the osteosarcopenic obesity phenotype in young healthy overweight/obese subjects, who will develop osteosarcopenia in its full form at an older age."
2015_0_edt,Mind subtraction meditation had positive therapeutic effects among breast cancer survivors.
2018_0_edt,Central adiposity had a stronger effect on stroke risk.
2019_0_edt,Interventions targeting replacing sedentary behavior with PA will improve metabolic risk.
2020_0_edt,Physical rehabilitation aimed at improving exercise tolerance will improve the long-term prognosis after operations for lung cancer.
2021_0_edt,Replacement of partially hydrogenated oils with unhydrogenated oils would produce substantial reductions in CHD incidence.
2022_0_edt,"The findings of this study also indicated that interventions integrating household food insecurity in nutrition programs in the district will help to avert the burden of stunting."""
2023_0_edt,"""Pregnancies in youth with type 2 diabetes was especially prone to result in congenital anomalies."""
2024_0_edt,Validation of these biomarkers and their potential treatment modulation will influence the clinical care of patients with CCM disease.
2026_0_edt,""" Our findings suggest that greater levels of social support will improve certain indicators of physical and mental wellbeing in older adults with type 2 diabetes, regardless of the presence of diabetes complications and other chronic pathologies."""
2027_0_edt,hsTnI had a role in personalizing preventive strategies in patients with diabetes mellitus based on risk.
2028_0_edt,Continuous training of GPs and clinical guidelines for the management of CVD will help GPs to make adequate decisions.
2029_0_edt,"This notion had an impact on self-perception and dieting behaviour in certain individuals, precipitating and promoting disturbed eating attitudes and behaviour that will lead to the onset of eating disorders."
2032_0_edt,"""Genotyping these variants will help to achieve the benefits of statin therapy more safely and effectively."""
2033_0_edt,"In a real-life setting, we confirmed in eyes with center-involved DME without prior glaucoma or IOP elevation that repeated anti-VEGF IVI will increase the risk of sustained IOP elevation in about 7% of eyes."
2034_0_edt,This was the result of an adaptation process achieved through a decrease of growth velocity.
2035_0_edt,Ensuring sufficient serum 25-hydroxyvitamin D concentrations will play an important role in decreasing the risk of bladder cancer.
2036_0_edt,This will result in a significant reduction in the burden of testing on both patients and testing facility staff and resources.
2037_0_edt,"Increased IOP together with decreased retrobulbar blood flow, particularly in obese individuals, will increase the risk of glaucoma development."
2038_0_edt,Greater encouragement of these skills will help reduce reliance on UPF.
2039_0_edt,Deferiprone-containing chelating agent had a protective effect.
2040_0_edt,PFASs exposure in obese children will play a role in adverse skeletal and cardiovascular risk profiles.
2041_0_edt,We would postulate that SMS would affect peoples adherence to preventive programs.
2042_0_edt,"Lower plasma concentration of high-density lipoprotein cholesterol, total antioxidant capacity, and Î±-tocopherol levels, and a dietary pattern that is low in fish and high in red meat will contribute to the cognition impairment in older Chinese adults."
2043_0_edt,"""Certain reproductive factors had a greater impact on the risk of certain molecular subtypes of disease compared with others."""
2044_0_edt,These results indicate that conventional lipid therapy had additional effects on HDL functions with changes in HDL proteins.
2045_0_edt,"However, the higher ORR and Ki67 reduction in the ER+, HER2+ subgroup indicates a potential role for PI3K-targeted therapy in this setting\\xa0and will warrant further investigation with better-tolerated second-generation PI3K inhibitors."
2046_0_edt,"Slowed processing speed had substantial implications for independent functioning, supporting the potential importance of early implementation of an exercise intervention among patients with breast cancer."
2047_0_edt,Incorporating culturally centered individualized MT was an effective intervention to reduce stressors.
2049_0_edt,"""However, the results confirm that the vaccine is safe and suggest that vaccination had clinical benefit in patients with low HER2-expressing tumors, specifically TNBC."""
2050_0_edt,Selected cachectic cancer patients will benefit from this experimental approach.
2052_0_edt,It is likely that body weight excess was modifying this association: 29.0% of the studied PHIV/aids had BMI values >= 25.0 Kg x m(-2).
2053_0_edt,The mechanisms for the changes in food preferences will involve both unconditioned and conditioned effects.
2054_0_edt,Simvastatin-related reductions in CSF p-tau181 concentrations was modulated by LDL cholesterol.
2055_0_edt,"However, use of metformin will reduce mortality from other causes."
2056_0_edt,The better acceptance of a nasally administrated vaccine would increase vaccination coverage in the future for nasal vaccines.
2057_0_edt,"""Thus, promoting social support for the IMSS diabetic patients was a useful intervention."""
2058_0_edt,"Our results further indicate that the model of care had an impact on families daily living, not only during the initial period of care but for a longer period of time."
2059_0_edt,"With the majority of patients presenting after 8 hours, widening of the therapeutic window with new potential reperfusion treatments would appreciably increase treatment utilisation."
2060_0_edt,"The specific fatty acid pattern was influenced by metabolic, genetic, and dietary factors."
2061_0_edt,"Increased PAI1 and Lp(a) would impair fibrinolysis and potentially increase CVD risk, although the mechanism for these effects is uncertain but does not appear related to cytokine or insulin mediated mechanisms and requires further study."
2062_0_edt,Multiple and immediate access to the web-based education program at home will prove useful as a source of reference for women with GDM.
