pmid,sentence
1425_0_alt_multiples,treatment unimproved treatment unimproved treatment unimproved treatment unimproved treatment unimproved treatment unimproved treatment unimproved treatment unimproved
1426_0_edt_multiples,be not improved be not improved be not improved be not improved be not improved
1428_0_edt_multiples,Findings did not reinforce Findings did not reinforce Findings did not reinforce
1429_0_edt_multiples,can not help can not help can not help can not help
1430_0_edt_multiples,data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest
1432_0_edt_multiples,had no had no had no had no had no had no had no had no had no
1434_0_edt_multiples,study did not suggest study did not suggest study did not suggest study did not suggest study did not suggest study did not suggest study did not suggest study did not suggest
1435_0_alt_multiples,were unreported were unreported were unreported were unreported were unreported were unreported
1437_0_edt_multiples,was not safe was not safe was not safe was not safe was not safe was not safe was not safe was not safe was not safe was not safe was not safe was not safe was not safe
1438_0_alt_multiples,It disappears It disappears It disappears It disappears It disappears It disappears It disappears It disappears It disappears
1439_0_edt_multiples,MedDiet did not reduce MedDiet did not reduce MedDiet did not reduce MedDiet did not reduce MedDiet did not reduce MedDiet did not reduce MedDiet did not reduce
1440_0_alt_multiples,patients unstaged patients unstaged patients unstaged patients unstaged
1441_0_edt_multiples,IBW did not result IBW did not result IBW did not result IBW did not result IBW did not result IBW did not result IBW did not result IBW did not result IBW did not result IBW did not result
1442_0_edt_multiples,is not hoped is not hoped is not hoped is not hoped is not hoped is not hoped is not hoped is not hoped is not hoped is not hoped is not hoped is not hoped is not hoped
1443_0_alt_multiples,are conclusive are conclusive are conclusive are conclusive are conclusive are conclusive are conclusive
1446_0_edt_multiples,findings did not suggest findings did not suggest findings did not suggest findings did not suggest findings did not suggest findings did not suggest findings did not suggest findings did not suggest
1447_0_edt_multiples,albiglutide not resulted albiglutide not resulted albiglutide not resulted albiglutide not resulted albiglutide not resulted albiglutide not resulted albiglutide not resulted
1449_0_alt_multiples,Ziv-aflibercept disappears Ziv-aflibercept disappears Ziv-aflibercept disappears Ziv-aflibercept disappears Ziv-aflibercept disappears Ziv-aflibercept disappears Ziv-aflibercept disappears
1450_0_edt_multiples,adiposity have no adiposity have no adiposity have no adiposity have no adiposity have no
1451_0_edt_multiples,may not represent may not represent may not represent may not represent may not represent
1452_0_edt_multiples,antibiotics did not result antibiotics did not result antibiotics did not result antibiotics did not result antibiotics did not result
1453_0_edt_multiples,data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest
1454_0_alt_multiples,is noncritical is noncritical is noncritical is noncritical is noncritical is noncritical
1457_0_edt_multiples,intervention did not reduce intervention did not reduce intervention did not reduce intervention did not reduce intervention did not reduce intervention did not reduce intervention did not reduce
1458_0_edt_multiples,is not feasible is not feasible is not feasible is not feasible is not feasible is not feasible
1459_0_edt_multiples,has not enhanced has not enhanced has not enhanced has not enhanced has not enhanced
1460_0_alt_multiples,levels unprotected levels unprotected levels unprotected
1461_0_edt_multiples,"NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result NIV, did not result"
1462_0_edt_multiples,be not inferred be not inferred be not inferred
1463_0_edt_multiples,"was not demonstrated, was not demonstrated, was not demonstrated, was not demonstrated, was not demonstrated, was not demonstrated, was not demonstrated, was not demonstrated, was not demonstrated, was not demonstrated, was not demonstrated,"
1465_0_edt_multiples,study did not show study did not show study did not show study did not show study did not show study did not show study did not show study did not show study did not show study did not show study did not show
1466_0_edt_multiples,chemotherapy did not result chemotherapy did not result chemotherapy did not result chemotherapy did not result chemotherapy did not result chemotherapy did not result chemotherapy did not result chemotherapy did not result chemotherapy did not result chemotherapy did not result
1467_0_edt_multiples,not not persist not not persist not not persist not not persist not not persist not not persist not not persist not not persist not not persist
1468_0_alt_multiples,been unreported been unreported been unreported been unreported been unreported been unreported been unreported been unreported been unreported been unreported been unreported
1469_0_edt_multiples,therefore not contributed therefore not contributed therefore not contributed therefore not contributed therefore not contributed therefore not contributed therefore not contributed therefore not contributed
1470_0_edt_multiples,not not result not not result not not result not not result not not result not not result not not result not not result not not result
1471_0_alt_multiples,is uncritical is uncritical is uncritical is uncritical is uncritical
1472_0_edt_multiples,acids did not suggest acids did not suggest acids did not suggest acids did not suggest acids did not suggest acids did not suggest acids did not suggest acids did not suggest acids did not suggest acids did not suggest
1473_0_edt_multiples,â©½3.5 did not fail â©½3.5 did not fail â©½3.5 did not fail â©½3.5 did not fail â©½3.5 did not fail â©½3.5 did not fail â©½3.5 did not fail â©½3.5 did not fail â©½3.5 did not fail â©½3.5 did not fail â©½3.5 did not fail â©½3.5 did not fail â©½3.5 did not fail â©½3.5 did not fail
1474_0_edt_multiples,data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest
1475_0_edt_multiples,surgery was not surgery was not surgery was not
1476_0_edt_multiples,had no had no had no had no had no had no had no had no had no had no had no had no had no
1477_0_edt_multiples,authors did not find authors did not find authors did not find authors did not find authors did not find authors did not find authors did not find authors did not find authors did not find
1478_0_edt_multiples,was not improved was not improved was not improved was not improved was not improved was not improved was not improved
1480_0_edt_multiples,findings did not show findings did not show findings did not show findings did not show findings did not show findings did not show
1481_0_edt_multiples,is not warranted. is not warranted. is not warranted. is not warranted. is not warranted. is not warranted.
1482_0_alt_multiples,Ezetimibe decreased Ezetimibe decreased Ezetimibe decreased Ezetimibe decreased Ezetimibe decreased Ezetimibe decreased
1483_0_alt_multiples,most ineffective most ineffective most ineffective most ineffective most ineffective most ineffective most ineffective most ineffective
1486_0_edt_multiples,TAC did not attenuate TAC did not attenuate TAC did not attenuate TAC did not attenuate TAC did not attenuate TAC did not attenuate TAC did not attenuate
1487_0_alt_multiples,findings contraindicate findings contraindicate findings contraindicate findings contraindicate findings contraindicate findings contraindicate findings contraindicate findings contraindicate findings contraindicate findings contraindicate findings contraindicate
1489_0_edt_multiples,was not feasible was not feasible was not feasible was not feasible was not feasible
1490_0_edt_multiples,was no was no was no was no was no was no was no was no was no was no was no was no
1491_0_edt_multiples,positively not impact positively not impact positively not impact positively not impact
1492_0_edt_multiples,had no had no had no had no had no had no had no had no had no had no
1495_0_edt_multiples,been not demonstrated been not demonstrated been not demonstrated been not demonstrated been not demonstrated been not demonstrated been not demonstrated been not demonstrated been not demonstrated been not demonstrated
1496_0_edt_multiples,results did not support results did not support results did not support results did not support results did not support
1497_0_edt_multiples,still not unclear. still not unclear. still not unclear. still not unclear.
1498_0_edt_multiples,study did not suggest study did not suggest study did not suggest study did not suggest study did not suggest study did not suggest study did not suggest study did not suggest study did not suggest
1499_0_edt_multiples,was not similar was not similar was not similar was not similar was not similar was not similar was not similar was not similar was not similar
1500_0_edt_multiples,not not achieved not not achieved not not achieved not not achieved not not achieved
1506_0_edt_multiples,was no was no was no was no was no
1507_0_alt_multiples,was unsuccessful was unsuccessful was unsuccessful was unsuccessful was unsuccessful was unsuccessful was unsuccessful was unsuccessful
1508_0_edt_multiples,are not safe are not safe are not safe are not safe are not safe are not safe
1509_0_alt_multiples,They disallow They disallow They disallow
1510_0_edt_multiples,not not interfere not not interfere not not interfere not not interfere
1513_0_edt_multiples,can not enhance can not enhance can not enhance can not enhance can not enhance can not enhance can not enhance
1515_0_edt_multiples,data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest data did not suggest
1517_0_edt_multiples,2B not randomized 2B not randomized 2B not randomized 2B not randomized 2B not randomized 2B not randomized 2B not randomized 2B not randomized 2B not randomized 2B not randomized 2B not randomized 2B not randomized
1518_0_alt_multiples,â€œMetformin increased â€œMetformin increased â€œMetformin increased â€œMetformin increased â€œMetformin increased â€œMetformin increased â€œMetformin increased â€œMetformin increased â€œMetformin increased â€œMetformin increased â€œMetformin increased
1519_0_edt_multiples,study did not show study did not show study did not show study did not show study did not show study did not show study did not show study did not show
1520_0_edt_multiples,YY-312 did not result YY-312 did not result YY-312 did not result YY-312 did not result YY-312 did not result YY-312 did not result YY-312 did not result YY-312 did not result
1521_0_edt_multiples,study did not show study did not show study did not show study did not show study did not show
1522_0_alt_multiples,is unimportant is unimportant is unimportant is unimportant is unimportant is unimportant is unimportant is unimportant is unimportant is unimportant is unimportant
1524_0_edt_multiples,were not observed were not observed were not observed were not observed were not observed
1525_0_edt_multiples,It did not show It did not show It did not show
1527_0_edt_multiples,study did not show study did not show study did not show study did not show
1528_0_alt_multiples,team decreased team decreased team decreased team decreased team decreased team decreased team decreased team decreased
1529_0_edt_multiples,oats did not lead oats did not lead oats did not lead oats did not lead oats did not lead oats did not lead oats did not lead oats did not lead oats did not lead oats did not lead
1530_0_alt_multiples,was ineffective was ineffective was ineffective was ineffective was ineffective
1531_0_alt_multiples,DBT decreased DBT decreased DBT decreased DBT decreased
1532_0_alt_multiples,were unable were unable were unable were unable were unable were unable were unable were unable were unable were unable were unable were unable were unable were unable were unable
1533_0_edt_multiples,study did not demonstrate study did not demonstrate study did not demonstrate study did not demonstrate study did not demonstrate study did not demonstrate study did not demonstrate
1534_0_edt_multiples,were not found were not found were not found were not found were not found
1535_0_edt_multiples,strongly not affected strongly not affected strongly not affected
1537_0_alt_multiples,findings contraindicate findings contraindicate findings contraindicate findings contraindicate findings contraindicate findings contraindicate findings contraindicate findings contraindicate findings contraindicate
1538_0_alt_multiples,is noncritical is noncritical is noncritical is noncritical is noncritical is noncritical is noncritical is noncritical is noncritical
1541_0_edt_multiples,study did not provide study did not provide study did not provide study did not provide study did not provide study did not provide study did not provide
1544_0_alt_multiples,We unconfirmed We unconfirmed We unconfirmed We unconfirmed We unconfirmed We unconfirmed We unconfirmed
1545_0_alt_multiples,are inconsistent are inconsistent are inconsistent are inconsistent are inconsistent are inconsistent are inconsistent
1546_0_edt_multiples,age did not play age did not play age did not play age did not play age did not play
1547_0_edt_multiples,TaETM did not achieve TaETM did not achieve TaETM did not achieve TaETM did not achieve TaETM did not achieve TaETM did not achieve TaETM did not achieve
1548_0_edt_multiples,index were not index were not index were not index were not index were not index were not
1551_0_edt_multiples,We did not find We did not find We did not find We did not find We did not find We did not find We did not find
1553_0_edt_multiples,procedure was not procedure was not procedure was not procedure was not procedure was not procedure was not
1555_0_edt_multiples,therapy did not maintain therapy did not maintain therapy did not maintain therapy did not maintain therapy did not maintain therapy did not maintain therapy did not maintain therapy did not maintain therapy did not maintain
1556_0_edt_multiples,therapy did not result therapy did not result therapy did not result therapy did not result therapy did not result therapy did not result
1558_0_edt_multiples,was not found was not found was not found was not found was not found was not found was not found was not found was not found
1559_0_edt_multiples,was no was no was no was no
1560_0_alt_multiples,meta-analysis contraindicates meta-analysis contraindicates meta-analysis contraindicates meta-analysis contraindicates meta-analysis contraindicates meta-analysis contraindicates meta-analysis contraindicates
1561_0_edt_multiples,Results did not highlight Results did not highlight Results did not highlight Results did not highlight Results did not highlight Results did not highlight Results did not highlight Results did not highlight Results did not highlight
1563_0_edt_multiples,DBT did not improve DBT did not improve DBT did not improve DBT did not improve DBT did not improve DBT did not improve
1564_0_edt_multiples,is no is no is no is no is no is no is no
1565_0_edt_multiples,intervention did not lead intervention did not lead intervention did not lead intervention did not lead intervention did not lead intervention did not lead
1567_0_alt_multiples,were unsusceptible were unsusceptible were unsusceptible were unsusceptible were unsusceptible were unsusceptible
1568_0_alt_multiples,administration unimproved administration unimproved administration unimproved administration unimproved administration unimproved administration unimproved administration unimproved
1570_0_alt_multiples,protocol undevelopped protocol undevelopped protocol undevelopped protocol undevelopped protocol undevelopped protocol undevelopped protocol undevelopped protocol undevelopped protocol undevelopped
1571_0_edt_multiples,GMS not improved GMS not improved GMS not improved GMS not improved
1572_0_alt_multiples,be misused be misused be misused be misused be misused be misused be misused be misused be misused
1579_0_alt_multiples,is dependent is dependent is dependent is dependent is dependent
1582_0_edt_multiples,can not help can not help can not help can not help can not help
1584_0_edt_multiples,levels did not tend levels did not tend levels did not tend levels did not tend levels did not tend levels did not tend
1585_0_edt_multiples,analysis did not demonstrate analysis did not demonstrate analysis did not demonstrate
1588_0_edt_multiples,cereal did not elicit cereal did not elicit cereal did not elicit cereal did not elicit cereal did not elicit cereal did not elicit
1589_0_edt_multiples,study did not highlight study did not highlight study did not highlight study did not highlight study did not highlight study did not highlight study did not highlight
1590_0_edt_multiples,therapy did not lead therapy did not lead therapy did not lead therapy did not lead
1591_0_edt_multiples,partially not explained partially not explained partially not explained partially not explained partially not explained partially not explained partially not explained partially not explained
1593_0_alt_multiples,highly unimproved highly unimproved highly unimproved highly unimproved highly unimproved highly unimproved
1594_0_edt_multiples,clearly not serves clearly not serves clearly not serves clearly not serves clearly not serves clearly not serves clearly not serves clearly not serves clearly not serves clearly not serves clearly not serves clearly not serves clearly not serves clearly not serves
1595_0_edt_multiples,not not result not not result not not result not not result not not result not not result not not result not not result not not result not not result
1596_0_alt_multiples,more ineffective more ineffective more ineffective more ineffective more ineffective more ineffective
1599_0_alt_multiples,Telmisartan unimproved Telmisartan unimproved Telmisartan unimproved Telmisartan unimproved
1600_0_edt_multiples,treatment had not treatment had not treatment had not treatment had not
1602_0_edt_multiples,were not ambiguous. were not ambiguous. were not ambiguous.
1603_0_alt_multiples,failure unimproved failure unimproved failure unimproved failure unimproved failure unimproved failure unimproved failure unimproved failure unimproved failure unimproved failure unimproved
1604_0_edt_multiples,infection did not contribute infection did not contribute infection did not contribute
1605_0_edt_multiples,AHI did not contribute AHI did not contribute
1606_0_alt_multiples,not disappear not disappear not disappear not disappear not disappear not disappear not disappear
1607_0_edt_multiples,We did not find We did not find We did not find We did not find We did not find We did not find
1608_0_edt_multiples,results did not add results did not add results did not add results did not add results did not add results did not add results did not add results did not add results did not add results did not add results did not add results did not add results did not add
1609_0_alt_multiples,probably undue probably undue probably undue probably undue probably undue probably undue probably undue probably undue probably undue probably undue probably undue
1610_0_alt_multiples,significantly unaffected significantly unaffected significantly unaffected
1611_0_alt_multiples,"girls, decreased girls, decreased girls, decreased girls, decreased girls, decreased"
1613_0_edt_multiples,is not suitable is not suitable is not suitable is not suitable is not suitable is not suitable is not suitable is not suitable is not suitable
1614_0_edt_multiples,Symptoms did not develop Symptoms did not develop Symptoms did not develop Symptoms did not develop Symptoms did not develop Symptoms did not develop Symptoms did not develop
1615_0_edt_multiples,have no have no have no have no
1616_0_edt_multiples,has not promoted has not promoted has not promoted has not promoted has not promoted has not promoted has not promoted has not promoted
1618_0_edt_multiples,predictably not affect predictably not affect predictably not affect predictably not affect predictably not affect predictably not affect predictably not affect predictably not affect predictably not affect predictably not affect predictably not affect
1620_0_alt_multiples,were unaffected were unaffected were unaffected were unaffected were unaffected
1621_0_edt_multiples,lispro did not result lispro did not result lispro did not result lispro did not result lispro did not result
1622_0_edt_multiples,BID did not result BID did not result BID did not result BID did not result
1623_0_alt_multiples,were ineffective were ineffective were ineffective were ineffective were ineffective were ineffective were ineffective
1626_1_edt_multiples,polyps are not polyps are not polyps are not polyps are not polyps are not
1630_0_edt_multiples,Transfers did not destine Transfers did not destine Transfers did not destine Transfers did not destine Transfers did not destine Transfers did not destine
1631_0_edt_multiples,Evidence did not suggest Evidence did not suggest Evidence did not suggest Evidence did not suggest Evidence did not suggest Evidence did not suggest Evidence did not suggest Evidence did not suggest
1633_0_edt_multiples,combinations not distinguish combinations not distinguish combinations not distinguish combinations not distinguish
1634_0_alt_multiples,HDL increased HDL increased HDL increased HDL increased HDL increased HDL increased
1635_0_edt_multiples,patients were not patients were not patients were not patients were not patients were not
1636_0_edt_multiples,can not confer can not confer can not confer
1637_0_edt_multiples,mostly not caused mostly not caused mostly not caused
1638_0_edt_multiples,was not found was not found was not found was not found was not found
1639_0_edt_multiples,is not safe is not safe is not safe is not safe is not safe is not safe
1640_0_edt_multiples,well not known. well not known. well not known. well not known. well not known.
1641_0_alt_multiples,clinically invalidated clinically invalidated clinically invalidated clinically invalidated clinically invalidated clinically invalidated clinically invalidated clinically invalidated
1642_0_edt_multiples,treatment did not improve treatment did not improve treatment did not improve treatment did not improve treatment did not improve treatment did not improve treatment did not improve treatment did not improve
1644_0_edt_multiples,this did not randomise this did not randomise this did not randomise this did not randomise this did not randomise this did not randomise this did not randomise this did not randomise this did not randomise this did not randomise this did not randomise
1645_0_alt_multiples,significantly independent significantly independent significantly independent
1648_0_edt_multiples,gain did not contribute gain did not contribute gain did not contribute gain did not contribute gain did not contribute gain did not contribute
1652_0_edt_multiples,is not safe is not safe is not safe is not safe is not safe is not safe is not safe is not safe
1653_0_edt_multiples,are not consistent are not consistent are not consistent are not consistent are not consistent are not consistent are not consistent
1654_0_edt_multiples,"""It not leads ""It not leads ""It not leads ""It not leads ""It not leads ""It not leads ""It not leads"
1657_0_edt_multiples,treatment did not demonstrate treatment did not demonstrate treatment did not demonstrate
1658_0_alt_multiples,therapies decreased therapies decreased therapies decreased
1659_0_edt_multiples,will not create will not create will not create will not create will not create will not create will not create
1660_0_edt_multiples,breastmilk did not increase breastmilk did not increase breastmilk did not increase breastmilk did not increase
1661_0_edt_multiples,can not enhance can not enhance can not enhance can not enhance can not enhance can not enhance can not enhance can not enhance can not enhance can not enhance can not enhance
1663_0_edt_multiples,study did not show study did not show study did not show study did not show study did not show study did not show study did not show
1664_0_edt_multiples,have not reduced have not reduced have not reduced have not reduced have not reduced have not reduced have not reduced have not reduced have not reduced have not reduced
1665_0_alt_multiples,is ineffective is ineffective is ineffective is ineffective is ineffective is ineffective is ineffective
1667_0_edt_multiples,is not high is not high is not high is not high is not high is not high
1668_0_alt_multiples,be decreased be decreased be decreased be decreased be decreased be decreased
1669_0_edt_multiples,"well not tolerated, well not tolerated, well not tolerated, well not tolerated, well not tolerated, well not tolerated, well not tolerated,"
1670_0_edt_multiples,CAD did not improve CAD did not improve CAD did not improve CAD did not improve CAD did not improve CAD did not improve
1671_0_edt_multiples,HAART did not result HAART did not result HAART did not result HAART did not result HAART did not result HAART did not result
1672_0_edt_multiples,results did not suggest results did not suggest results did not suggest results did not suggest results did not suggest results did not suggest results did not suggest results did not suggest
1674_0_edt_multiples,has no has no has no has no has no
1675_0_alt_multiples,is dependent is dependent is dependent
1676_0_edt_multiples,therapy did not improve therapy did not improve therapy did not improve therapy did not improve therapy did not improve therapy did not improve
1677_0_edt_multiples,report did not confirm report did not confirm report did not confirm report did not confirm report did not confirm report did not confirm report did not confirm report did not confirm report did not confirm report did not confirm
1678_0_edt_multiples,Surgery did not provide Surgery did not provide Surgery did not provide Surgery did not provide Surgery did not provide
1679_0_alt_multiples,DHA decreases DHA decreases DHA decreases DHA decreases DHA decreases DHA decreases
1680_0_edt_multiples,is not suggested is not suggested is not suggested is not suggested
1681_0_edt_multiples,has not proven has not proven has not proven has not proven has not proven has not proven has not proven
1683_0_edt_multiples,"""PLD has no ""PLD has no ""PLD has no ""PLD has no ""PLD has no ""PLD has no ""PLD has no ""PLD has no"
1685_0_edt_multiples,has no has no has no has no has no has no has no has no has no
1686_0_edt_multiples,was not safe was not safe was not safe was not safe was not safe was not safe was not safe was not safe
1687_0_edt_multiples,not not affected not not affected not not affected not not affected
1688_0_edt_multiples,were not maintained were not maintained were not maintained were not maintained were not maintained were not maintained were not maintained were not maintained were not maintained
1689_0_edt_multiples,study did not provide study did not provide study did not provide study did not provide study did not provide study did not provide study did not provide study did not provide study did not provide study did not provide study did not provide study did not provide
1690_0_edt_multiples,
1690_1_edt_multiples,guidelines did not improve guidelines did not improve guidelines did not improve guidelines did not improve guidelines did not improve guidelines did not improve guidelines did not improve
1691_0_alt_multiples,has maximized has maximized has maximized has maximized has maximized
1692_0_edt_multiples,"was not effective, was not effective, was not effective, was not effective, was not effective, was not effective, was not effective, was not effective, was not effective, was not effective, was not effective,"
1694_0_edt_multiples,study did not find study did not find study did not find study did not find study did not find study did not find study did not find study did not find study did not find study did not find study did not find
1695_0_alt_multiples,was unable was unable was unable was unable
1697_0_edt_multiples,It did not improve It did not improve It did not improve It did not improve It did not improve It did not improve It did not improve It did not improve
1698_0_edt_multiples,(MetS) have not (MetS) have not (MetS) have not
1699_0_edt_multiples,immunotherapy did not improve immunotherapy did not improve immunotherapy did not improve immunotherapy did not improve
1700_0_edt_multiples,is no is no is no is no is no
1701_0_edt_multiples,further not suggested further not suggested further not suggested further not suggested further not suggested further not suggested
1702_0_edt_multiples,LFD had not LFD had not LFD had not LFD had not LFD had not LFD had not
1704_0_edt_multiples,is not safe is not safe is not safe is not safe is not safe is not safe is not safe
1705_0_edt_multiples,results did not support results did not support results did not support results did not support results did not support results did not support results did not support results did not support
1707_0_edt_multiples,activity did not improve activity did not improve activity did not improve activity did not improve activity did not improve activity did not improve activity did not improve
1708_0_alt_multiples,be unimproved be unimproved be unimproved be unimproved be unimproved be unimproved be unimproved
1709_0_edt_multiples,be not introduced be not introduced be not introduced be not introduced be not introduced be not introduced be not introduced be not introduced be not introduced be not introduced
1711_0_edt_multiples,were not protective; were not protective; were not protective; were not protective; were not protective; were not protective; were not protective; were not protective;
1715_0_edt_multiples,CsA did not lead CsA did not lead CsA did not lead CsA did not lead CsA did not lead CsA did not lead
1716_0_edt_multiples,were not found were not found were not found were not found were not found were not found were not found
1717_0_edt_multiples,findings did not demonstrate findings did not demonstrate findings did not demonstrate findings did not demonstrate findings did not demonstrate findings did not demonstrate findings did not demonstrate findings did not demonstrate findings did not demonstrate
1718_0_edt_multiples,was not feasible was not feasible was not feasible was not feasible was not feasible was not feasible
1719_0_edt_multiples,This did not help This did not help This did not help
1720_0_edt_multiples,time did not represent time did not represent time did not represent time did not represent time did not represent
1721_0_edt_multiples,are not subject are not subject are not subject are not subject are not subject are not subject are not subject
1722_0_edt_multiples,beverages did not reduce beverages did not reduce beverages did not reduce beverages did not reduce beverages did not reduce beverages did not reduce
1723_0_alt_multiples,is noncrucial is noncrucial is noncrucial is noncrucial is noncrucial is noncrucial is noncrucial
1724_0_alt_multiples,dalcetrapib decreased dalcetrapib decreased dalcetrapib decreased dalcetrapib decreased dalcetrapib decreased dalcetrapib decreased dalcetrapib decreased dalcetrapib decreased
1725_0_alt_multiples,Exercise decreased Exercise decreased Exercise decreased Exercise decreased Exercise decreased
