pmid,sentence
1918_0_edt_multiples,celiac disease celiac disease celiac disease celiac disease celiac disease celiac disease celiac disease celiac disease
1919_0_edt_multiples,after diagnosis after diagnosis after diagnosis after diagnosis after diagnosis after diagnosis after diagnosis after diagnosis
1920_0_edt_multiples,level monitoring level monitoring level monitoring
1922_0_edt_multiples,weight administrated weight administrated weight administrated weight administrated weight administrated weight administrated
1923_0_edt_multiples,contouring surgery contouring surgery contouring surgery contouring surgery contouring surgery contouring surgery contouring surgery contouring surgery contouring surgery contouring surgery contouring surgery contouring surgery
1924_0_edt_multiples,Rapid progressors Rapid progressors Rapid progressors Rapid progressors
1925_0_edt_multiples,"""Robotic surgery ""Robotic surgery ""Robotic surgery ""Robotic surgery ""Robotic surgery"
1926_0_edt_multiples,recording system recording system recording system recording system recording system
1928_0_edt_multiples,after diagnose after diagnose after diagnose after diagnose after diagnose
1929_0_edt_multiples,fatty acids fatty acids fatty acids fatty acids fatty acids fatty acids
1930_0_edt_multiples,determined interactions determined interactions determined interactions determined interactions determined interactions determined interactions determined interactions determined interactions
1931_0_edt_multiples,that LopiGLIKÂ® that LopiGLIKÂ® that LopiGLIKÂ® that LopiGLIKÂ® that LopiGLIKÂ® that LopiGLIKÂ® that LopiGLIKÂ® that LopiGLIKÂ®
1932_0_edt_multiples,Although metformin Although metformin Although metformin Although metformin Although metformin Although metformin
1932_1_edt_multiples,"analysed, it analysed, it analysed, it analysed, it analysed, it analysed, it"
1933_0_edt_multiples,such patients such patients such patients such patients such patients such patients such patients such patients
1934_0_edt_multiples,life-sustaining therapy life-sustaining therapy life-sustaining therapy life-sustaining therapy life-sustaining therapy life-sustaining therapy life-sustaining therapy
1936_0_edt_multiples,growth trajectories growth trajectories growth trajectories
1938_0_edt_multiples,"Thus, IR Thus, IR Thus, IR Thus, IR Thus, IR Thus, IR Thus, IR Thus, IR"
1939_0_edt_multiples,during pregnancy during pregnancy during pregnancy during pregnancy during pregnancy during pregnancy during pregnancy during pregnancy during pregnancy during pregnancy during pregnancy
1940_0_edt_multiples,initial differences initial differences initial differences initial differences initial differences
1941_0_edt_multiples,ANRIL polymorphisms ANRIL polymorphisms ANRIL polymorphisms ANRIL polymorphisms ANRIL polymorphisms ANRIL polymorphisms
1943_0_edt_multiples,in pregnancy in pregnancy in pregnancy in pregnancy in pregnancy in pregnancy in pregnancy in pregnancy
1944_0_edt_multiples,treatment program treatment program treatment program treatment program treatment program treatment program treatment program
1945_0_edt_multiples,health setting health setting health setting health setting health setting health setting health setting health setting health setting health setting health setting health setting
1946_0_edt_multiples,suggested that\\xa0OxPLs suggested that\\xa0OxPLs suggested that\\xa0OxPLs suggested that\\xa0OxPLs suggested that\\xa0OxPLs suggested that\\xa0OxPLs
1947_0_edt_multiples,in TLR3 in TLR3 in TLR3 in TLR3
1948_0_edt_multiples,a stent a stent a stent a stent
1949_0_edt_multiples,rare CNVs rare CNVs rare CNVs rare CNVs rare CNVs rare CNVs rare CNVs
1950_0_edt_multiples,boost strategy boost strategy boost strategy boost strategy
1951_0_edt_multiples,this population this population this population this population this population this population
1953_0_edt_multiples,factors that factors that factors that factors that factors that factors that factors that factors that factors that factors that
1954_0_edt_multiples,HDL cholesterol HDL cholesterol HDL cholesterol
1955_0_edt_multiples,lesion characteristics lesion characteristics lesion characteristics lesion characteristics lesion characteristics lesion characteristics lesion characteristics
1956_0_edt_multiples,with SRS with SRS with SRS with SRS with SRS with SRS with SRS
1957_0_edt_multiples,study population study population study population study population study population
1958_0_edt_multiples,the aggregate the aggregate the aggregate
1959_0_edt_multiples,by rye by rye by rye by rye by rye
1960_0_edt_multiples,Age stratification Age stratification Age stratification Age stratification Age stratification
1961_0_edt_multiples,prospective studies prospective studies prospective studies prospective studies prospective studies
1962_0_edt_multiples,of ZOL of ZOL of ZOL of ZOL of ZOL
1966_0_edt_multiples,and obesity and obesity and obesity and obesity
1967_0_edt_multiples,"feeding supplementation, feeding supplementation, feeding supplementation, feeding supplementation, feeding supplementation, feeding supplementation, feeding supplementation, feeding supplementation, feeding supplementation, feeding supplementation, feeding supplementation, feeding supplementation,"
1968_0_edt_multiples,meat nutrients meat nutrients meat nutrients meat nutrients meat nutrients meat nutrients meat nutrients meat nutrients
1970_0_edt_multiples,necessary and necessary and necessary and necessary and necessary and necessary and necessary and necessary and necessary and
1971_0_edt_multiples,A1298C polymorphism A1298C polymorphism A1298C polymorphism A1298C polymorphism A1298C polymorphism
1972_0_edt_multiples,for parents for parents for parents for parents for parents for parents for parents for parents
1973_0_edt_multiples,"Hence, it Hence, it Hence, it Hence, it Hence, it Hence, it Hence, it Hence, it"
1973_1_edt_multiples,of DMPA of DMPA of DMPA of DMPA of DMPA of DMPA of DMPA of DMPA
1974_0_edt_multiples,energy-to-nitrogen ratio energy-to-nitrogen ratio energy-to-nitrogen ratio energy-to-nitrogen ratio energy-to-nitrogen ratio energy-to-nitrogen ratio energy-to-nitrogen ratio
1975_0_edt_multiples,wrist system wrist system wrist system wrist system wrist system wrist system wrist system
1976_0_edt_multiples,conditions which conditions which conditions which conditions which conditions which conditions which
1978_0_edt_multiples,of cholesterol of cholesterol of cholesterol of cholesterol of cholesterol of cholesterol of cholesterol of cholesterol of cholesterol
1978_1_edt_multiples,n-6 FAs n-6 FAs n-6 FAs n-6 FAs n-6 FAs n-6 FAs n-6 FAs n-6 FAs n-6 FAs
1979_0_edt_multiples,unfavourable effects unfavourable effects
1981_0_edt_multiples,surgical risk surgical risk surgical risk surgical risk surgical risk surgical risk surgical risk
1982_0_edt_multiples,ABS guidelines ABS guidelines ABS guidelines ABS guidelines ABS guidelines ABS guidelines ABS guidelines
1983_0_edt_multiples,alcohol consumption alcohol consumption alcohol consumption alcohol consumption alcohol consumption alcohol consumption alcohol consumption alcohol consumption alcohol consumption alcohol consumption
1984_0_edt_multiples,therapy alone therapy alone therapy alone therapy alone therapy alone therapy alone therapy alone
1985_0_edt_multiples,HDL-C levels HDL-C levels HDL-C levels HDL-C levels HDL-C levels HDL-C levels HDL-C levels HDL-C levels
1986_0_edt_multiples,selected nutrients selected nutrients selected nutrients selected nutrients selected nutrients selected nutrients selected nutrients selected nutrients selected nutrients selected nutrients selected nutrients selected nutrients selected nutrients
1987_0_edt_multiples,the guidelines the guidelines the guidelines the guidelines the guidelines the guidelines the guidelines the guidelines the guidelines
1988_0_edt_multiples,nutritional therapy nutritional therapy nutritional therapy nutritional therapy nutritional therapy
1989_0_edt_multiples,non-equipotent LLT non-equipotent LLT non-equipotent LLT non-equipotent LLT non-equipotent LLT non-equipotent LLT non-equipotent LLT
1989_1_edt_multiples,AMI and AMI and AMI and AMI and AMI and AMI and AMI and
1990_0_edt_multiples,the gut the gut the gut
1991_0_edt_multiples,early life early life early life early life
1992_0_edt_multiples,independent factors independent factors independent factors independent factors independent factors independent factors independent factors independent factors independent factors independent factors independent factors independent factors
1993_0_edt_multiples,that Mg that Mg that Mg
1994_0_edt_multiples,PON1 activities PON1 activities PON1 activities PON1 activities PON1 activities PON1 activities PON1 activities PON1 activities PON1 activities PON1 activities PON1 activities PON1 activities
1996_0_edt_multiples,at CV-12 at CV-12 at CV-12 at CV-12 at CV-12 at CV-12 at CV-12 at CV-12
1997_0_edt_multiples,that TNP that TNP that TNP that TNP
1998_0_edt_multiples,C3435T polymorphism C3435T polymorphism C3435T polymorphism C3435T polymorphism C3435T polymorphism C3435T polymorphism C3435T polymorphism
1999_0_edt_multiples,screening uptake screening uptake screening uptake screening uptake
2002_1_edt_multiples,communication strategies communication strategies communication strategies communication strategies communication strategies communication strategies communication strategies communication strategies communication strategies communication strategies communication strategies
2003_0_edt_multiples,for housewives for housewives for housewives for housewives for housewives for housewives for housewives for housewives
2004_0_edt_multiples,Internet use Internet use Internet use Internet use Internet use Internet use Internet use Internet use Internet use
2006_0_edt_multiples,graphical representation graphical representation graphical representation graphical representation
2007_0_edt_multiples,a night) a night) a night) a night) a night) a night) a night) a night) a night)
2008_0_edt_multiples,iodine stores iodine stores iodine stores iodine stores iodine stores iodine stores iodine stores iodine stores
2009_0_edt_multiples,"RC, which RC, which RC, which RC, which"
2010_0_edt_multiples,psychosocial stress psychosocial stress psychosocial stress psychosocial stress psychosocial stress
2011_0_edt_multiples,renal disease renal disease renal disease renal disease renal disease renal disease renal disease renal disease renal disease renal disease
2013_0_edt_multiples,select patients select patients select patients select patients select patients
2014_1_edt_multiples,"subjects, who subjects, who subjects, who subjects, who subjects, who subjects, who subjects, who subjects, who subjects, who subjects, who"
2015_0_edt_multiples,subtraction meditation subtraction meditation subtraction meditation subtraction meditation
2018_0_edt_multiples,Central adiposity Central adiposity Central adiposity
2019_0_edt_multiples,with PA with PA with PA with PA
2020_0_edt_multiples,exercise tolerance exercise tolerance exercise tolerance exercise tolerance exercise tolerance exercise tolerance
2021_0_edt_multiples,unhydrogenated oils unhydrogenated oils unhydrogenated oils unhydrogenated oils unhydrogenated oils
2022_0_edt_multiples,the district the district the district the district the district the district the district the district the district
2023_0_edt_multiples,2 diabetes 2 diabetes 2 diabetes 2 diabetes 2 diabetes
2024_0_edt_multiples,treatment modulation treatment modulation treatment modulation treatment modulation treatment modulation treatment modulation
2026_0_edt_multiples,social support social support social support social support social support social support social support social support social support social support social support social support
2028_0_edt_multiples,of CVD of CVD of CVD of CVD of CVD of CVD
2029_0_edt_multiples,This notion This notion This notion This notion This notion This notion This notion This notion This notion This notion
2029_1_edt_multiples,behaviour that behaviour that behaviour that behaviour that behaviour that behaviour that behaviour that behaviour that behaviour that behaviour that
2032_0_edt_multiples,these variants these variants these variants these variants these variants
2033_0_edt_multiples,anti-VEGF IVI anti-VEGF IVI anti-VEGF IVI anti-VEGF IVI anti-VEGF IVI anti-VEGF IVI anti-VEGF IVI anti-VEGF IVI anti-VEGF IVI anti-VEGF IVI anti-VEGF IVI
2035_0_edt_multiples,D concentrations D concentrations D concentrations D concentrations D concentrations D concentrations
2037_0_edt_multiples,"obese individuals, obese individuals, obese individuals, obese individuals, obese individuals, obese individuals,"
2038_0_edt_multiples,these skills these skills these skills these skills
2039_0_edt_multiples,chelating agent chelating agent chelating agent
2040_0_edt_multiples,obese children obese children obese children obese children obese children
2041_1_edt_multiples,that SMS that SMS that SMS that SMS
2042_0_edt_multiples,red meat red meat red meat red meat red meat red meat red meat red meat red meat red meat red meat red meat
2043_0_edt_multiples,reproductive factors reproductive factors reproductive factors reproductive factors reproductive factors reproductive factors reproductive factors
2044_0_edt_multiples,lipid therapy lipid therapy lipid therapy lipid therapy lipid therapy lipid therapy
2045_0_edt_multiples,this setting\\xa0and this setting\\xa0and this setting\\xa0and this setting\\xa0and this setting\\xa0and this setting\\xa0and this setting\\xa0and this setting\\xa0and this setting\\xa0and this setting\\xa0and
2046_0_edt_multiples,processing speed processing speed processing speed processing speed processing speed processing speed processing speed processing speed processing speed
2047_0_edt_multiples,individualized MT individualized MT individualized MT individualized MT
2049_0_edt_multiples,that vaccination that vaccination that vaccination that vaccination that vaccination that vaccination that vaccination that vaccination
2050_0_edt_multiples,cancer patients cancer patients cancer patients
2052_0_edt_multiples,weight excess weight excess weight excess weight excess weight excess weight excess weight excess weight excess
2053_0_edt_multiples,food preferences food preferences food preferences food preferences food preferences
2054_0_edt_multiples,p-tau181 concentrations p-tau181 concentrations p-tau181 concentrations p-tau181 concentrations
2055_0_edt_multiples,of metformin of metformin of metformin
2056_0_edt_multiples,administrated vaccine administrated vaccine administrated vaccine administrated vaccine administrated vaccine administrated vaccine
2057_0_edt_multiples,diabetic patients diabetic patients diabetic patients diabetic patients diabetic patients
2058_0_edt_multiples,of care of care of care of care of care of care of care of care of care of care of care
2059_0_edt_multiples,reperfusion treatments reperfusion treatments reperfusion treatments reperfusion treatments reperfusion treatments reperfusion treatments reperfusion treatments reperfusion treatments
2060_0_edt_multiples,acid pattern acid pattern acid pattern acid pattern acid pattern
2061_0_edt_multiples,and Lp(a) and Lp(a) and Lp(a) and Lp(a) and Lp(a) and Lp(a) and Lp(a) and Lp(a) and Lp(a) and Lp(a) and Lp(a) and Lp(a)
2062_0_edt_multiples,at home at home at home at home at home at home at home at home
