pmid,sentence
1461_0_edt_t5para,"In patients with OHS, a 3-month comprehensive rehabilitation programme, in addition to NIV, did not result in improved weight loss, exercise capacity and QOL at the end of the rehabilitation period, but these effects were not demonstrated at 12 months, in part, due to the limited retention of patients at 12 months, in review."
1462_0_edt_t5para,As a result there is no causality or a complete explanation of the findings.
1463_0_edt_t5para,"Dose-response of pregabalin for pain, PGIC, and sleep quality was not demonstrated, highlighting the benefit of achieving the maximum recommended dose of 300xa0mg/day for pDPN, 300-600xa0mg/day for PHN, and 300-450xa0mg/day for FM."
1465_0_edt_t5para,"In the GENEVIEVE study, there was no evidence for the long-term survival effects of cabazitaxel in triple-negative or luminal B/HER2 negative primary BC, while there seemed to be no difference in drug exposure and patient compliance in the two arms."
1466_0_edt_t5para,"Participating in TYP during chemotherapy didn't result in modest short-term benefits in sleep quality, with long-term benefits emerging over time for those who practiced TYP at least 3 times a week."
1467_0_edt_t5para,"One year after the diet therapy intervention, the beneficial effect of the LCD on reduction of HbA1c and BMI did not not not persist in comparison with CRD."
1468_0_alt_t5para,"Based on a routinely collected pregnancy dataset, the NIST registered 355 Aboriginal women (5 years) with gestational diabetes. This type of problem was resolved using a regional registry."
1469_0_edt_t5para,That system has therefore not contributed to an improved understanding of epidemiology and disease burden and may in future contribute to improved management and outcomes.
1470_0_edt_t5para,Can you put plasma glucose in the body before 10 oz of norepinephrine? We are not measuring body weight.
1471_0_alt_t5para,The timing of colostrum collection is uncritical in determining colostral fatty acid concentrations.
1472_0_edt_t5para,Variation in -6 and -3 fatty acids can be explained by factors such as type of fat and type of cholesterol but not by endogenous mechanisms.
1473_0_edt_t5para,"In this controlled prospective study, metastatic SN patients with both a â1200% probability of metastatic non-SN with the MSKCC nomogram and a Tenon score of â123 did not fail to identify patients at low risk of metastatic non-SN when completion ALND was not systematic."
1474_0_edt_t5para,"The superiority of the LCD disappeared 1 year after the intensive intervention, these data did not suggest that well-constructed nutritional therapy programs, both CRD and LCD, were equally effective for at least 1 year."
1475_0_edt_t5para,No benefit of antibiotics during CTR surgery was not seen.
1476_0_edt_t5para,"In a two randomized clinical trial comparing the PCSK9 inhibitor bococizumab with placebo, bococizumab had no benefit with respect to major adverse cardiovascular events in the trial involving lower-risk patients, but did have a significant benefit in the trial involving higher-risk patients."
1477_0_edt_t5para,"In this multicenter, prospective analysis, the authors did not find any significant acellular dermal matrix effects on complications, time to exchange, or patient-reported outcome in immediate expander/implant breast reconstruction."
1478_0_edt_t5para,"In African American participants with vitamin D deficiency, arterial stiffness was not improved with supplementation in dose response manner."
1480_0_edt_t5para,These findings did not show that patients with atherosclerotic cardiovascular disease benefit from lowering of LDL cholesterol levels below current target.
1481_0_edt_t5para,"Does BRBC does not improve survival of women with MBC in this study, though longer follow up is not warranted."
1482_0_alt_t5para,Ezetimibe reduced the efficiency of reverse cholesterol transport from rapidly mixing plasma and tissue pools into the stool.
1483_0_alt_t5para,Topical insulin is most ineffective for healing corneal epithelial defect after vitrectomy surgery compared with placebo and higher concentrations.
1486_0_edt_t5para,"EVR had minimal weight gain after TAC in the adult womb. It had been increased in the posttransplant period, 3 to 4 years posttransplant."
1487_0_alt_t5para,"Collectively, these findings contraindicate that energy-matched high intensity and moderate intensity exercise are effective at decreasing IHL and NAFLD risk that is not contingent upon reductions in abdominal adiposity or body weight."
1489_0_edt_t5para,Implementation of package by family doctors was not feasible nor improved prescribing and some lifestyle changes.
1490_0_edt_t5para,"In chinese patients, the combination of rosuvastatin 10mg/ezetimibe 10mg was no effectively alternative therapy superior to rosuvastatin 20mg or 10mg with a greater effect on lowering LDL-C and a lower incidence of drug-related adverse events in adolescents."
1491_0_edt_t5para,"Do dancing and Pilates positively impact the quality of life and also health, anxiety and motivation."
1492_0_edt_t5para,Prescription of micronutrient-fortified sq-lns to ill children presenting for primary care in rural Gambia had no very small effect on linear growth and did not reduce morbidity compared to unfortified Sq-LNS.
1495_0_edt_t5para,Health economics modeling to inform the design of randomized controlled trial looking at diagnostic technology has not been demonstrated to be feasible as a method for improving research efficiency.
1496_0_edt_t5para,These results did not support that family-based cohorts can be an efficient way to explore gene-environment interaction and the effects of lifestyle on a person's genes.
1497_0_edt_t5para,Physiological and psychological impact of such type of event is still not fully understood.
1498_0_edt_t5para,This study did not suggest that Step-Dep was not more effective in preventing MDD than usual care in a primary care population with DM2 and/or CHD and/or severe subthreshold depression.
1499_0_edt_t5para,hs-cTnI and galectin-3 were not similar to a high-cereal fibre diet in otherwise healthy individuals with T2DM over a 6-month period.
1500_0_edt_t5para,"While obesity, height gain can be obtained from taking higher doses for obese children."
1501_0_edt_t5para,"A major difference was observed with the NFFD prenatal combined lifestyle intervention from women entering pregnancy normal or physically active, therefore the diet interventions did not have any significant effects on TPA level in late pregnancy among women entering pregnancy normal weight or physically active, thereby preventing the downward trend typically seen during pregnancy, but did not appear on women entering pregnancy normal weight or physically active."
1506_0_edt_t5para,I was not diabetic. relative hyperglucagonemia and acidemia in Insulin dependent diabetics was no potent threat leading to DKA.
1507_0_alt_t5para,"In recent years, a number of pensioner's have also reported the loss of weight due to lack of physical activity and consumption of fruit. However, results have shown no significant effect on their weight, engagement in strength exercises, increasing levels of moderate intensity physical activity and consumption of fruit."
1508_0_edt_t5para,"During neoadjuvant therapy for esophageal cancer, self expanding metal stents are not safe nor effective in relieving dysphagia and maintaining nutrition."
1509_0_alt_t5para,"This is a study to eliminate the need to feed oral poisoning through a nurse, so that a ten percent of patients no longer eat, thereby increasing patient satisfaction."
1510_0_edt_t5para,Does presence of in situ stent not interfere with surgery.
1512_0_edt_t5para,"Of the women treated, 26.3 kg (51.93 kg) and 20.81 kg (61.56 kg) were obese in our intervention. In another study, 48.88 kg (86.55 kg) women were pregnant. This is more than 24% of those women's weight. Our intervention did not not result in a significant improvement in our primary outcome, the proportion of obese and overweight women who had gestational weight gain within IOM guidelines."
1513_0_edt_t5para,"ART can not enhance dyslipidemia, increasing cardiovascular risk, especially among those who have classical risks of cardiovascular disease."
1515_0_edt_t5para,Our data did not suggest that a chronic high dAGE diet could lead to a vascular dysfunction and inflammatory activation contributing to the development of vascular complications in subjects with type 2 diabetes.
1517_0_edt_t5para,"In a phase 2B not randomized trial of patients with moderate to severe DG, relamorelin significantly reduced core symptoms of DG and overall composite score compared with placebo, accelerated GE, and was generally safe and well tolerated. This is a long term benefit compared with MedlinePlus and DM."
1518_0_alt_t5para,"It appears that only in prepubertal children but another study which evaluated the association between the BMI score and obesity was suggested, metformin did not have a differential effect in prepubertal compared to pubertal children."
1519_0_edt_t5para,We have used TPVBRA for analgesia and bupivacaine with dexmedetomidine without experiencing adverse side effects but still must be given together with bupivacaine and dexmedetomidine.
1520_0_edt_t5para,"In a 12-week clinical trial in overweight adults, YY-312 did not result in significantly greater reduction in body fat versus placebo, while being safe and well tolerated."
1521_0_edt_t5para,This study did not demonstrate a favourable effect of locoregional treatment in patients with PMBC.
1522_0_alt_t5para,"Is early monitoring of diabetes unimportant for slow CKD progression, but long-term prospective cohorts are needed to gain better insights into the effect of Quora on CKD progression."
1524_0_edt_t5para,"Although any lasting effects of steroids, they are not evident for 1 month or greater and are very probable, they are related."
1525_0_edt_t5para,(3) It did not show that DBT can improve conspicuity of ILC.
1527_0_edt_t5para,"Then, these studies showed that living conditions did not significantly affect the PCOS."
1528_0_alt_t5para,"The presence of a multidisciplinary rehabilitation nutrition team decreased the frequency of sarcopenia evaluation and practice of rehabilitation nutrition.Respite.Ch., Feb."
1529_0_edt_t5para,"Daily consumption of 3xa0g of soluble fiber from 70xa0gxa0of oats did not lead to beneficial effects on lipid parameters, specifically total cholesterol and low-density lipoprotein cholesterol in hypercholesterolemic Asian Indians."
1530_0_alt_t5para,Teneligliptin was ineffective and ill tolerated in Japan T2DM patients with inadequate glycemic control.
1531_0_alt_t5para,DBT decreases lesion conspicuity but failed to accurately assess tumour size of ILC.
1532_0_alt_t5para,"Toggle Training: Trained lay health staff and volunteers from the rural southern USA were unable to deliver a translation of a high-intensity behavioural intervention targeting African American women, resulting in clinically meaningful weight loss and improvement in other metabolic outcomes in a significant proportion of participants."
1533_0_edt_t5para,"It was not proven that school-based, state-wide, healthy body promotion has an effect on incidental abdominal obesity, at affordable cost."
1534_0_edt_t5para,"When an 11 day old baby was born with invisalted SNHL due to cCMV, but had no drug therapy was found to benefit from prolonged antiviral therapy, even though the drug had already been cleared, the infant had received no antiviral drug or antiviral antibiotic."
1535_0_edt_t5para,"To monitor your triglyceride development, please see www.znf259/apo. It is not possible for unhealthy longitudinal triglyceride development to be prevented by Znf259/apo. Most people with significant lung cancer use this study."
1537_0_alt_t5para,"These findings contraindicate that clinical care and programs aimed at improving birth outcomes will have the greatest impact if they address nutrition both before and during pregnancy, at least for a couple whose days are long and their mothers struggle."
1538_0_alt_t5para,Preconception counseling and clinical care for a healthy weight prior to pregnancy along with routine obstetric care on gestational weight gain is noncritical to improve birth outcomes.
1541_0_edt_t5para,This study didn't provide new information regarding functional outcomes and the factors that influence meaningful aspects of functioning in critically ill children.
1542_0_edt_t5para,The safety of driving after stroke is not affected by blind driving.
1544_0_alt_t5para,We previously vaccinated 626 children to influenza in October 2013. We will continue to recommend the clinical effectiveness of vaccinating them from January 2013.
1545_0_alt_t5para,"Despite data indicating that wellness visits can reduce cancer risk, these results show that there is no significant positive effect of all wellness visits."
1546_0_edt_t5para,A doctor made an observation that 'Adiposity indicators and Age did not play an important role in the prevalence of overweight and obesity.'
1547_0_edt_t5para,"When compared to conventional ETM, the performance of TaETM was far from normal in terms of quality of life and anorectal function."
1548_0_edt_t5para,"In adulthood, prefrailty and body mass index not considered as critical factors for determining nutritional status."
1551_0_edt_t5para,Did not find no benefit of routine antibiotic use in regards to nutritional recovery from uncomplicated severe acute malnutrition in Niger.
1552_0_edt_t5para,We need iliofemoral stent to avoid vascular access site complications during transfemoral TAVR (IOP).
1553_0_edt_t5para,As of 2017 - Eyes without surgical procedure was not prone to CCD occurrence and longer axial length was protective against CCD.
1554_0_edt_t5para,"One study showed that standard education and standard education plus web-based program results in excellent knowledge scores, but not statistically significant difference between groups. I could not understand the reasoning when I began to compare these two approaches, both are not related by standard education and the above are two basic approaches."
1555_0_edt_t5para,Do some women in the US have postpartum and antenatal period not have glycemic control as they received day and night closed loop therapy.
1556_0_edt_t5para,"In obese pregnant women with type 1 diabetes, overnight closed-loop therapy did not result in better glucose control than sensor augmented pump therapy."
1557_0_edt_t5para,The mortality following surgical treatment of AAA falls through the use of DM defined by HbA1c â 6.5%. When matched with DM defined by HbA1c â 6.5% is no determinant of mortality.
1558_0_edt_t5para,"Medical cannabis was not found to improve symptoms of PD in the initial stages of treatment and did not cause major adverse effects in this pilot, 2-center retrospective survey."
1559_0_edt_t5para,No effect on lumen or necrotic tissue volumes.
1560_0_alt_t5para,Increasing external elastic membrane and fibrous and dense calcium volumes cause weight loss when statins are taken. This meta-analysis contraindicates a significant effect of statin therapy on plaque and external elastic membrane volumes.
1561_0_edt_t5para,Studies of migrant couples and the caregiver did not highlight the importance of relationship quality as a target for couple interventions aimed at reducing subjective caregiver burden and increasing satisfaction in the caregiving role.
1563_0_edt_t5para,It did not improve the characterization of additional MR findings not identified at targeted breast US in preoperative breast cancer staging.
1564_0_edt_t5para,Correct and meticulous placement of flap inside cystic cavity is no most critical issue for the success of the procedure.
1565_0_edt_t5para,The nutritional education intervention did not lead to improvements in childrens dietary diversity and nutrition knowledge of the caregivers.
1567_0_alt_t5para,"In addition, all strains of E. faecalis and 10.8% of E. faecium strains were unsusceptible to ampicillin. The species analyzed above is not different in any way."
1568_0_alt_t5para,Repetited epinephrine administration unimproved CPC 1-2 outcome when epinephrine was administrated within 20min after an emergency call for witnessed cardiogenic OHCA.
1570_0_alt_t5para,"It is important to achieve the best possible outcome in prevention and treatment of HOS, as a chronic or chronic disease. The protocol undeveloped at our hospital for the detection and management effectively addresses possible long-term complications arising from poor nutritional status and chronic electrolyte alteration."
1571_0_edt_t5para,"""Routine involvement of GMS not improved glycemic control in patients undergoing LER"""
1572_0_alt_t5para,"In ACDF procedures, non-fertile implants can also be misused with good efficacy with the added advantage of preventing donor site morbidity. In both cases, a lower cost alternative and lower cost solution can be applied."
1577_0_edt_t5para,"The study findings did not suggest that although nutrition interventions have shown impact, there is also a nonnutritional pathway of child stunting in Armenia."
1579_0_alt_t5para,This effect is dependent on the presence of coronary artery disease and also systemic inflammation.
1582_0_edt_t5para,"Based on these results, cumulative comorbidity does not help explain survival variability and improve prognostic accuracy."
1584_0_edt_t5para,High total serum cholesterol was not associated with high graft failure rate whilst it did not influence implant failure rate.
1585_0_edt_t5para,"""The overall intention-to-treat analysis did not demonstrate no benefit to vaccination"""
1588_0_edt_t5para,Why did the consumption of fortified cereal not elicit greater increases than for unfortified cereal and improved biomarkers of micronutrient status.
1589_0_edt_t5para,"The significance of body composition analysis in medical practice, improving prevention, and alleviating later health-related economic burden based survey doesn't have importance."""
1590_0_edt_t5para,"In all cases, prompt diagnosis and anticoagulation therapy did not lead to favorable outcomes."
1591_0_edt_t5para,"Dieser inverse association can be partially not explained by the beneficial effects of physical activity on HDL-C, vitamin D, apolipoprotein B, hemoglobin A1, and ect."
1592_0_edt_t5para,"In the lower bodylift, we have a wider body contour."
1593_0_alt_t5para,"Besides the weight loss that this procedure helps to achieve, it is also detrimental for the quality of life of these patients."
1594_0_edt_t5para,"To reduce the risk factors of developing CVD and preventing its progression significantly, it clearly not serves to underscore the beneficial properties of physical activity and to promote its effectiveness as a support for healthier lifestyles in the community and especially among military personnel."
1595_0_edt_t5para,"After 12 years of weight loss intervention at a non-medical level and demonstrating cognitive impairment but not weight loss at a randomized clinical trial, it has been confirmed that 10.5% of participants are female."
1596_0_alt_t5para,"In ophthalmopathy, teprotumumab was more ineffective than placebo in reducing proptosis and the Clinical Activity Score."
1599_0_alt_t5para,""" Telmisartan unimproved the hyperglycemia-induced cardiac fibrosis through the PPARÎ /STAT3 pathway."
1600_0_edt_t5para,"Type of treatment had not little impact on mortality, morbidity or functional outcome. The decision-making is to be made by using a single point of reference."
1601_0_edt_t5para,Stosstherapy doesn't work. It is a solution for nutritional rickets.
1602_0_edt_t5para,Effects of TRT on cardiovascular risk markers were not ambiguous.
1603_0_alt_t5para,Pilot study: Applying TNP on acute high-risk foot wounds in patients with diabetes or end-stage renal failure unimproved the wound healing rate in reference to wound depth.
1604_0_edt_t5para,"HIV infection did not contribute to decreased TC, LDL-C and HDL-C. There is no data or data to suggest that it is a factor in the reduction in TC/HDL."
1605_0_edt_t5para,Does not contribute to AIP level with an AI.
1606_0_alt_t5para,"RGPC did not disappear to directly affect general risk-taking behaviors or STIs, since it focuses on diabetes and reproductive health issues"" (Randham Research Institute of Technology)."
1607_0_edt_t5para,We did not find a SVR to reduce overall mortality and risk of death from liver-related causes. All of our SVRs have a DAS.
1608_0_edt_t5para,The findings show that PALB2 is involved in BC risk for both sexes and indicates that consideration should be given to clinical testing of PALB2 for X-A1c mutation-negative families with multiple MBC and FBC cases.
1609_0_alt_t5para,"Given that postoperative TSH levels were similar in the two groups, these observations are probably undue to the correction of eSCH, suggesting a direct effect of eSCH on body weight regulation and lipid metabolism."
1610_0_alt_t5para,"""Success of dental implant is significantly unaffected by bruxism."""
1611_0_alt_t5para,Daily consumption of cereal with milk for 12xa0weeks by adolescent girls decreased intakes of micronutrients
1613_0_edt_t5para,"The current EN label is not suitable for childrens digestive diseases, which can improve the nutritional status of the patients and was safe for clinical application."
1614_0_edt_t5para,"When triple A syndrome is suspected, if a patient sees good symptoms, will this cause a lower blood sugar levels."
1615_0_edt_t5para,The use of a water-based HS did not have any additive effect.
1616_0_edt_t5para,Allergie Management has never benefited from the constant presence of staff by ASL staff in a traditional school because the students were so sensitive and unable to concentrate when teaching. (Also many changes have been made to accommodate ASL staff) Since it has been established that they have not influenced culture when teaching the school children about allergies and food intolerances.
1618_0_edt_t5para,"While LSG weakens the LES immediately, it does not predictably not affect postoperative GERD symptoms; therefore, distensibility is not the only factor affecting development of postoperative GERD, confirming the multifactorial nature of post LSG GERD."
1620_0_alt_t5para,Sexual function and satisfaction were unaffected to a greater extent than body image.
1621_0_edt_t5para,"Of insulin lispro 3, 20 mg did not result in weight gain or an increased risk of hypoglycemia. In contrast, it was seen as making people gain weight."
1622_0_edt_t5para,BID BID did not result in stable weight but gastrointestinal adverse events.
1623_0_alt_t5para,"In South Asian patients, both exenatide BID and prandial insulin lispro, each added to basal insulin glargine, were ineffective at reducing HbA1c."
1626_1_edt_t5para,"Age, female sex, BMI, non-HDL cholesterol, polyps are not independent determinants for gallstone formation."
1630_0_edt_t5para,The elimination of food transmission combined with nutritional training reduces IPV among marginalised households in Northern Argentina.
1631_0_edt_t5para,"Evidence did not suggest that these reductions were realised by decreasing stress and conflict, improving household well-being, and enhancing women decision making, self-confidence and freedom of movement."
1633_0_edt_t5para,Do different prognostic factor combinations not distinguish high-risk populations of early or late HCC recurrence.
1634_0_alt_t5para,"If dL is increased by 1 mg, the odds of severe sepsis will increase by 3% during hospitalization."
1635_0_edt_t5para,"In our study population, newly diagnosed schizophrenia patients were not more prone to insulin resistance."
1636_0_edt_t5para,Undiagnosed CDs can not confer benefits and liabilities to older individuals.
1637_0_edt_t5para,"Severe childhood diarrhea can be caused by a rotavirus infection, but is uncommon in children."
