pmid,sentence
1991_0_edt_synonyms,"Moreover, optimising vitamin D in early sprightliness equated decisive for afterward health."
1992_0_edt_synonyms,"These observations suggest that OSA responds early and out of proportion to weight loss after metabolic and or bariatric surgery, gums thurify weight fencesitter divisor will at to the lowest degree in part be creditworthy for early improvement in OSA postoperatively."
1993_0_edt_synonyms,Our encounter evoke that Mg will conquer vascular calcification.
1994_0_edt_synonyms,"Our results support the relationship between variations in PON1 activity and lipid metabolism, and showed that genetically programmed low PON1 bodily process had certain responsibility in the increase in glycemia and concomitantly the exacerbation of atherosclerotic disease."
1995_0_edt_synonyms,It was more effective to include the assessment of weight and height and nutritional consumption in the linguistic context of the acute presentation as part of process clinical judgment rather than relying on mask tools to identify those at risk.
1996_0_edt_synonyms,The result of this writer report suggests that 30\\xa0minutes of needling at CV-12 personified utilitarian in trimming blood glucose horizontal surface in patients with T2DM.
1997_0_edt_synonyms,This confides that TNP will playact a persona in enhancing injury healing.
1998_0_edt_synonyms,"However, there personifies no presentation that ABCB1 C3435T polymorphism would play a role in susceptibleness to titty cancer in Morocco."
1999_0_edt_synonyms,Interventions that increase screening intake will increase subsequent conflict with information.
2002_0_edt_synonyms,There will be set to reduce barriers to accessing non-English information and alternative communication strategies will benefit participants who are lupus erythematosus inclined to consider up vantage and disfavour as part of their decision-making.
2002_1_edt_synonyms,There will be scope to reduce barriers to getting at non-English information and alternative communication strategy will benefit participant who live less inclined to weigh up advantages and disadvantages as piece of their decision-making.
2003_0_edt_synonyms,Our tribulation suggested that the personal effects of cooking formation focussing on common salt simplification for housewives was transferred to family members (UMIN-CTR: 000018870).
2004_0_edt_synonyms,"In addition to pharmacologic therapies and dietary interventions, furnishing behavioural therapy targeting goodish Internet use was promising to reduce the burden of fleshiness in adolescence."
2005_0_edt_synonyms,metformin will protect against coronary thrombosis coronary artery disease in prediabetes and betime diabetes mellitus among men.
2006_0_edt_synonyms,"Moreover, informs engineer in writing delegacy represented helpful for clinical decisiveness making."
2007_0_edt_synonyms,"A healthier dietetical pattern, better exercise self-efficacy and adequate sleep (more than sextuplet hours a night) will add the likelihood of AHT adhesiveness in person with high BP."
2008_0_edt_synonyms,Adding an allowance account for accrual of thyroid iodine stores would develop an EAR of seventy-two Î¼g and a recommended dietary allowance of 80 Î¼g.
2009_0_edt_synonyms,"patient feel WL postdating RC, which existed revelatory of malnutrition."
2010_0_edt_synonyms,Work-related psychosocial stress will increase the adventurer of T2DM solitary amongst womanhood in their other 60s.
2011_0_edt_synonyms,"high blood pressure and a persistent acute stage reception in patient role with renal disease would contribute to CVD place on the line by effects upon fibrinogen and lipids, but requires confirmation by prospective evaluation."
2013_0_edt_synonyms,informs engineer attends deficit disorder to the literature suggesting that tummy tuck in select patients will meliorate incontinence symptoms.
2014_0_edt_synonyms,"These will symbolize a precursor or forme fruste of the osteosarcopenic fleshiness phenotype in young healthy overweight/obese subjects, who will develop osteosarcopenia in informs engineer full spring at an onetime age."
2014_1_edt_synonyms,"These will exemplify a precursor or forme fruste of the osteosarcopenic obesity phenotype in untest healthy overweight/obese subjects, who will evolve osteosarcopenia in informs engineer full form at an old age."
2015_0_edt_synonyms,Mind subtraction speculation possessed incontrovertible therapeutic effects among top malignant neoplastic disease survivors.
2018_0_edt_synonyms,telephones exchange adiposeness had got a unattackable upshot on stroke risk.
2019_0_edt_synonyms,interference targeting exchanging sedentary behaviour with PA will amend metabolous risk.
2020_0_edt_synonyms,physicals rehabilitation aimed at improving exercise margin will meliorate the long-term prospect after cognitive operation for lung cancer.
2021_0_edt_synonyms,replenishment of partially hydrogenated oils with unhydrogenated rock oil would make significant reduction in CHD incidence.
2022_0_edt_synonyms,"The discovery of this study also indicated that interventions integrating family food insecurity in victual programs in the district will help to turn away the encumbrance of stunting."""
2023_0_edt_synonyms,"""Pregnancies in younker with typewrite two diabetes was specially prostrate to result in congenital anomalies."""
2024_0_edt_synonyms,proof of these biomarkers and their potential discussion modulation will act upon the clinical handler of patient with CCM disease.
2026_0_edt_synonyms,""" Our findings suggest that greater levels of social plunk for will improve seal indicators of physical and mental wellbeing in honest-to-god adults with type 2 diabetes, regardless of the mien of diabetes complications and other inveterate pathologies."""
2027_0_edt_synonyms,hsTnI held a office in personalizing contraceptive device scheme in impact role with diabetes mellitus based on risk.
2028_0_edt_synonyms,Continuous rail of GPs and clinical guidelines for the direction of CVD will help GPs to relieve oneself fair to middling decisions.
2029_0_edt_synonyms,"This notion had an impact on self-perception and dieting behaviour in certain individuals, fall and upgrading disturbed eating attitudes and behaviour that will extend to the onset of running through disorders."
2029_1_edt_synonyms,"This notion induced an impact on self-perception and dieting behaviour in certain individuals, precipitating and pushing sicked consuming attitudes and behaviour that will lead to the attacker of eating disorders."
2032_0_edt_synonyms,"""Genotyping these variants will help to accomplish the profit of lipid-lowering medication therapy more than safely and effectively."""
2033_0_edt_synonyms,"In a real-life setting, we confirmed in eyes with center-involved DME without prior glaucoma or IOP meridian that reprised anti-VEGF IVI will increase the risk of got IOP elevation in about 7% of eyes."
2034_0_edt_synonyms,This comprised the upshot of an adaptation procedure achieved through a decrement of ontogeny velocity.
2035_0_edt_synonyms,ensures sufficient serum 25-hydroxyvitamin D density will make for an crucial role in decreasing the risk of vesica cancer.
2036_0_edt_synonyms,This will result in a significant reduction in the weight of testing on both impact role and examining installation staff and resources.
2037_0_edt_synonyms,"Increased IOP in concertise with minified retrobulbar blood flow, particularly in corpulent individuals, will grow the gambler of glaucoma development."
2038_0_edt_synonyms,Greater boost of these science will help subdue hope on UPF.
2039_0_edt_synonyms,Deferiprone-containing chelating brokerage threw a protective effect.
2040_0_edt_synonyms,PFASs picture in obese pamperer will play a purpose in adverse skeletal and cardiovascular adventurer profiles.
2041_0_edt_synonyms,We would call for that SMS would touch on mass attach to contraceptive device programs.
2041_1_edt_synonyms,We would involve that SMS would make_believe people bond to burden programs.
2042_0_edt_synonyms,"Lower plasma concentration of high-density lipoprotein cholesterol, total antioxidant capacity, and Î±-tocopherol levels, and a dietary pattern that constitutes low in angler and highschool in red meat will contribute to the knowledge impairment in quondam Chinese adults."
2043_0_edt_synonyms,"""Certain reproductive brokerage stimulated a big touch on the risk of sure molecular subtypes of disease compared with others."""
2044_0_edt_synonyms,These solvent argue that establish lipide therapy had additional effects on HDL functions with change in HDL proteins.
2045_0_edt_synonyms,"However, the high ORR and Ki67 decrease in the ER+, HER2+ subgroup betokens a potential role for PI3K-targeted therapy in this setting\\xa0and will endorse further probe with better-tolerated second-generation PI3K inhibitors."
2046_0_edt_synonyms,"Slowed serving speed owned substantial entailment for independent functioning, supporting the potential importance of early implementation of an exercise treatment among patient with breast cancer."
2047_0_edt_synonyms,Incorporating culturally revolves about personalized MT embodied an in force intervention to scale down stressors.
2049_0_edt_synonyms,"""However, the results support that the vaccinum personifies safe and suggest that vaccination had clinical gainer in patient role with low HER2-expressing tumors, specifically TNBC."""
2050_0_edt_synonyms,selects cachectic genus Cancer impact role will benefit from this data-base approach.
2052_0_edt_synonyms,informs engineer is likely that consistence weight sparer constituted modifying this association: 29.0% of the studied PHIV/aids had BMI values >= 25.0 Kg x m(-2).
2053_0_edt_synonyms,The chemical mechanism for the variation in food preferences will necessitate both unlearnt and qualified effects.
2054_0_edt_synonyms,Simvastatin-related decrease in CSF p-tau181 assiduousness made up inflected by LDL cholesterol.
2055_0_edt_synonyms,"However, purpose of metformin will deoxidise deathrate from former causes."
2056_0_edt_synonyms,The amend acceptance of a nasally administered vaccinum would increase inoculation coverage in the future for o nasale vaccines.
2057_0_edt_synonyms,"""Thus, advertizing societal bread and butter for the IMSS diabetic impact role followed a useful intervention."""
2058_0_edt_synonyms,"Our results further indicate that the model of caution possessed an impact on families everyday living, not only during the initial period of care but for a farseee period of time."
2059_0_edt_synonyms,"With the majority of patients presenting after octonary hours, widening of the therapeutic window with young potential differentiate reperfusion treatments would appreciably grow handler utilisation."
2060_0_edt_synonyms,"The itemize butterball window pane pattern was regulated by metabolic, genetic, and dietetical factors."
2061_0_edt_synonyms,"increases PAI1 and Lp(a) would impair fibrinolysis and potentially increase CVD risk, although the mechanism for these effects is uncertain but does non look worried to cytokine or insulin mediated mechanisms and wants further study."
2062_0_edt_synonyms,Multiple and contiguou admittance to the web-based education program at resident will prove useful as a germ of citation for women with GDM.
