pmid,sentence
1442_0_edt,"If we can demonstrate that the use of an ACE inhibitor or a BB can reduce the degree of TZB-induced cardiotoxicity, it is not hoped that patients will receive complete and uninterrupted TZB therapy for breast cancer without compromising cardiac function."
1443_0_alt,Our findings are conclusive as to the possible effect of metformin on the prognosis of endometrioid EC in women with T2D.
1449_0_alt,Ziv-aflibercept disappears to be safe and effective in patients with refractory DME previously treated with other anti-VEGF agents in the short term.
1450_0_edt,Both general and central adiposity have no causal effects on CHD and type 2 diabetes mellitus.
1459_0_edt,The study has not enhanced our understanding of the determinants of underweight in the prison population.
1461_0_edt,"In patients with OHS, a 3-month comprehensive rehabilitation programme, in addition to NIV, did not result in improved weight loss, exercise capacity and QOL at the end of the rehabilitation period, but these effects were not demonstrated at 12 months, in part, due to the limited retention of patients at 12 months."
1463_0_edt,"The dose-response of pregabalin for pain, PGIC, and sleep quality was not demonstrated, highlighting the benefit of achieving the maximum recommended dose of 300\\xa0mg/day for pDPN, 300-600\\xa0mg/day for PHN, and 300-450\\xa0mg/day for FM."
1466_0_edt,"Participating in TYP during chemotherapy did not result in modest short-term benefits in sleep quality, with long-term benefits emerging over time for those who practiced TYP at least 2 times a week."
1467_0_edt,"One year after the diet therapy intervention, the beneficial effect of the LCD on reduction of HbA1c and BMI did not not persist in comparison with CRD."
1469_0_edt,It has therefore not contributed to an improved understanding of epidemiology and disease burden and may in future contribute to improved management and outcomes.
1472_0_edt,Differences in concentrations of Ï‰-6 fatty acids but not in dietary linoleic fatty acid or Ï‰-3 fatty acids did not suggest that altered concentrations are attributed to changes in specific endogenous metabolic pathways.
1474_0_edt,"Although the superiority of the LCD disappeared 1 year after the intensive intervention, these data did not suggest that well-constructed nutrition therapy programs, both CRD and LCD, were equally effective in improving HbA1c for at least 1 year."
1475_0_edt,No benefit of antibiotic use during CTR surgery was not seen.
1477_0_edt,"In this multicenter, prospective analysis, the authors did not find no significant acellular dermal matrix effects on complications, time to exchange, or patient-reported outcome in immediate expander/implant breast reconstruction."
1478_0_edt,Arterial stiffness was not improved by vitamin D3 supplementation in a dose-response manner in overweight African Americans with vitamin D deficiency.
1482_0_alt,Ezetimibe decreased the efficiency of reverse cholesterol transport from rapidly mixing plasma and tissue pools into the stool.
1483_0_alt,Topical insulin 0.5 units QID is most ineffective for healing corneal epithelial defect in diabetic patients after vitrectomy surgery compared with placebo and higher concentrations.
1486_0_edt,EVR with reduced-exposure TAC did not attenuate weight gain at 1 and 2 years posttransplant compared with a standard TAC immunosuppression regimen.
1487_0_alt,"Collectively, these findings contraindicate that energy-matched high intensity and moderate intensity exercise are effective at decreasing IHL and NAFLD risk that is not contingent upon reductions in abdominal adiposity or body mass."
1490_0_edt,The combination of rosuvastatin 10mg/ezetimibe 10mg was no effectively alternative therapy superior to rosuvastatin 20mg or 10mg with a greater effect on lowering LDL-C and a lower incidence of drug-related adverse events in Chinese patients.
1495_0_edt,Health economics modeling to inform the design of a randomized controlled trial looking at diagnostic technology has been not demonstrated to be feasible as a method for improving research efficiency.
1496_0_edt,These results did not support that family-based cohorts can be an efficient way to examine gene-environment interactions.
1497_0_edt,Physiological and psychological impact of this type of event is still not unclear.
1498_0_edt,This study did not suggest that Step-Dep was not more effective in preventing MDD than usual care in a primary care population with DM2 and/or CHD and subthreshold depression.
1499_0_edt,The effect of a LGI diet was not similar to a high-cereal fibre diet on hs-cTnI and galectin-3 levels in otherwise healthy individuals with T2DM over a 6-month period.
1500_0_edt,Additional gain in height was not not achieved at the higher doses administered to obese children.
1506_0_edt,relative hyperglucagonemia and acidemia in Insulin dependent diabetics was no potent threat leading to DKA.
1507_0_alt,"This intervention was unsuccessful in improving weight, engagement in strength exercises, increasing levels of moderate-intensity physical activity and consumption of fruit among retirement village residents."
1510_0_edt,The presence of an in situ stent did not not interfere with surgery.
1512_0_edt,"Our intervention did not not result in a significant improvement in our primary outcome, the proportion of obese and overweight women who had gestational weight gain within IOM guidelines."
1513_0_edt,"The introduction of ART can not enhance dyslipidemia, increasing cardiovascular risk, especially among those who have classic risks of cardiovascular disease."
1515_0_edt,"Our data did not suggest that a chronic high dAGE diet could lead to a vascular dysfunction and inflammatory activation, contributing to the development of vascular complications in subjects with type 2 diabetes."
1517_0_edt,"In a phase 2B not randomized trial of patients with moderate to severe DG, relamorelin significantly reduced core symptoms of DG and overall composite score compared with placebo, accelerated GE, and was generally safe and well tolerated."
1524_0_edt,Both functional and anatomical effects were not observed in the first 3 months after injection.
1525_0_edt,(2) It did not show that DBT can improve conspicuity of ILC.
1527_0_edt,This study did not show that different living conditions significantly affect the PCOS phenotype.
1528_0_alt,"The presence of a multidisciplinary rehabilitation nutrition team decreased the frequency of sarcopenia evaluation and practice of rehabilitation nutrition.J. Med.Invest.64: 140-145, February, 2017."
1535_0_edt,Unhealthy longitudinal triglyceride development is strongly not affected by ZNF259/APOA.
1537_0_alt,These findings contraindicate that clinical care and programs aimed at improving birth outcomes will have the greatest impact if they address maternal nutrition both before and during pregnancy.
1538_0_alt,Preconception counseling and clinical care to obtain a healthy weight prior to pregnancy along with routine obstetric care on gestational weight gain is noncritical to improve birth outcomes.
1541_0_edt,This study did not provide new information regarding functional outcomes and the factors that influence meaningful aspects of functioning in critically ill children.
1542_0_edt,Visual attention is no interference factor in terms of the safe performance of driving after a stroke.
1544_0_alt,We unconfirmed the clinical effectiveness of influenza vaccination in children aged 1-15 years from the 2010/2011 to 2013/2014 influenza seasons.
1545_0_alt,These results are inconsistent with the view that wellness visits improve screening rates and thus serve to reduce cancer burden.
1547_0_edt,The performance of TaETM did not achieve the same results in terms of quality of life and anorectal function as conventional ETM.
1551_0_edt,We did not find no benefit of routine antibiotic use with respect to nutritional recovery from uncomplicated severe acute malnutrition in Niger.
1554_0_edt,"The study did not suggest that both approaches, standard education and standard education plus web-based program, resulted in excellent knowledge scores, but not statistically significant difference between groups."
1556_0_edt,Overnight closed-loop therapy did not result in better glucose control than sensor-augmented pump therapy in pregnant women with type 1 diabetes.
1557_0_edt,DM defined by HbA1c â‰¥ 6.5% is no important determinant of mortality following surgical treatment for AAA.
1559_0_edt,"There was no effect on lumen volume, fibro-fatty and necrotic tissue volumes."
1560_0_alt,This meta-analysis contraindicates a significant effect of statin therapy on plaque and external elastic membrane volumes and fibrous and dense calcium volumes.
1561_0_edt,Results did not highlight the importance of relationship quality as a target for couple interventions aimed at reducing subjective caregiver burden and increasing satisfaction in the caregiving role.
1563_0_edt,DBT did not improve the characterization of additional MR findings not identified at targeted breast US in preoperative breast cancer staging.
1564_0_edt,Correct and meticulous placement of the flap inside the cystic cavity is no most critical issue for the success of the procedure.
1567_0_alt,"In addition, all strains of E. faecalis and 10.8% of E. faecium strains were unsusceptible to ampicillin."
1568_0_alt,Repeated epinephrine administration unimproved CPC 1-2 outcome when epinephrine was administrated within 20min after an emergency call for witnessed cardiogenic OHCA.
1570_0_alt,The protocol undevelopped at our hospital for the detection and management of HOS effectively addresses possible long-term complications arising from poor nutritional status and chronic electrolyte alteration.
1571_0_edt,"""Routine involvement of GMS not improved glycemic control in patients undergoing LER."""
1577_0_edt,"The study findings did not suggest that although WV nutrition interventions have shown impact, there is also a nonnutritional pathway of child stunting in rural Armenia."
1579_0_alt,This effect is dependent of the presence of coronary artery disease and also systemic inflammation.
1582_0_edt,"Based on these results, cumulative comorbidity can not help explain survival variability and improve prognostic accuracy."
1585_0_edt,"""The overall intention-to-treat analysis did not demonstrate no benefit to vaccination."""
1595_0_edt,Ten years of behavioral weight loss intervention did not not result in an overall difference in the prevalence of cognitive impairment among overweight or obese adults with type 2 diabetes.
1596_0_alt,"In patients with active ophthalmopathy, teprotumumab was more ineffective than placebo in reducing proptosis and the Clinical Activity Score."
1599_0_alt,""" Telmisartan unimproved the hyperglycemia-induced cardiac fibrosis through the PPARÎ´/STAT3 pathway."
1600_0_edt,"Type of treatment had not little impact on mortality, morbidity or functional outcome."
1601_0_edt,"Stosstherapy is no safe, cheap and effective method of treating nutritional rickets."
1602_0_edt,The effects of TRT on cardiovascular risk markers were not ambiguous.
1603_0_alt,"In this pilot study, applying TNP to acute high-risk foot wounds in patients with diabetes or end-stage renal failure unimproved the wound healing rate in reference to wound depth."
1604_0_edt,"HIV infection did not contribute to decreased TC, LDL-C and HDL-C."
1605_0_edt,AHI did not contribute to higher AIP level.
1608_0_edt,These results did not add strength to the evidence showing that PALB2 is involved in BC risk for both sexes and indicate that consideration should be given to clinical testing of PALB2 for BRCA1/2 mutation-negative families with multiple MBC and FBC cases.
1609_0_alt,"Given that post-operative TSH levels were similar in the two groups, these observations are probably undue to the correction of eSCH, suggesting a direct effect of eSCH on body weight regulation and lipid metabolism."
1610_0_alt,""" Success of dental implant is significantly unaffected by bruxism."""
1613_0_edt,""" EN is not suitable for a variety of childrens digestive diseases, which can improve the nutritional status of the patients and was safe for clinical application."
1614_0_edt,"Symptoms did not develop earlier in patients with triple A syndrome, but the diagnosis is delayed and this has substantial nutritional impact."
1615_0_edt,The use of a water-based HS did not have no additive effect.
1616_0_edt,The constant presence of ASL staff in school has not promoted important changes: cultural change and about the management of allergy and food intolerance.
1620_0_alt,""" Sexual function and satisfaction were unaffected to a greater extent than body image."
1623_0_alt,"Both exenatide BID and prandial insulin lispro, each added to basal insulin glargine, were ineffective at reducing HbA1c in Latin American patients."
1626_1_edt,"Age, female sex, BMI, non-HDL cholesterol, and polyps are not independent determinants for gallstone formation."
1633_0_edt,Different prognostic factor combinations not distinguish high-risk populations of early or late HCC recurrence.
1634_0_alt,Each 1 mg dL(-1) increase in HDL increased the odds of severe sepsis by 3% during hospitalization.
1637_0_edt,Severe childhood diarrhea is mostly not caused by rotavirus infection.
1638_0_edt,A significant difference in effect was not found between patients with weight loss failure and weight regain.
1639_0_edt,Mucous fistula refeeding is not safe nor can decrease risk of anastomotic complication and parental nutrition related cholestasis.
1640_0_edt,"The benefits of exercise for reducing risk of chronic disease, including CVD, are well not known."
1641_0_alt,Estimated energy requirement and average protein requirement were clinically invalidated for prevention of nutritional decline and of impaired healing of deep pressure ulcers.
1644_0_edt,"""In this did not randomise trial, adjuvant treatment using tamoxifen for 2 years reduced the incidence of contralateral breast cancer by 50% in all premenopausal women, and by 90% in women <40 years of age."""
1645_0_alt,"""The effect of tamoxifen was not significantly independent on time."""
1654_0_edt,"""It not leads to a sustained improvement/resolution of OAC, and although weight loss is not continuous, it is maintained over time."""
1659_0_edt,"Applying the description of the meso-oesophagus will not create a better understanding of the oesophageal anatomy, leading to more adequate and reproducible surgery."
1660_0_edt,Feeding preterm infants unpasteurized breastmilk did not increase the rate of postnatally acquired cytomegalovirus infections.
1662_0_edt,"Despite low education levels and computer experience, findings did not suggest that immediate parental knowledge was enhanced supporting the need for a more rigorous evaluation of this technology and its impact on health behaviors."
1663_0_edt,Findings of this study did not show that a consumer education program increased participants use of the NRF approach and improved diet quality.
1664_0_edt,"The interaction of green tea consumption and non obesity have not reduced risk of lacunar infarction, but not after adjustment for age, diet factors, vascular risk factors and atherogenic index."
1680_0_edt,"""It is not suggested that DHA down-regulates the expression of the LDL receptor."""
1681_0_edt,"Flexible ureteroscopy has not proven to be the most successful treatment option, and can avoid the need for more invasive procedures."
1683_0_edt,"""PLD has no efficacy comparable to that of common salvage regimens in patients with taxane-refractory metastatic breast cancer, thereby representing a useful therapeutic option."""
1686_0_edt,"""Coadministration of ezetimibe and fluvastatin was not safe nor well tolerated and caused significant incremental reductions in LDL-C and total cholesterol compared to fluvastatin administered alone."""
1689_0_edt,"""This study did not provide several lines of evidence for the dependence of sCD40L release on TXA(2)-dependent platelet activation in T2DM and provides novel mechanistic insight into the amplification loops of persistent platelet activation in this setting."""
1690_0_edt,"Not ""both a low-fat vegan diet and a diet based on ADA guidelines improved glycemic and lipid control in type 2 diabetic patients."""
1691_0_alt,The AusHSI process has maximized the time from submission to notification of funding outcomes.
1692_0_edt,"Intensified therapy was not effective, but target attainment was still low at 40.3% or 13.9% with regard to the new 2011 guidelines issued by the European Atherosclerosis Society (EAS) and the ESC on dyslipidemias."
1695_0_alt,Dietary intervention was unable to maintain body weight and food intake.
1699_0_edt,The allergen immunotherapy did not improve asthma control and reduces the required doses of pharmacotherapy.
1700_0_edt,Cefoxitin is no alternative treatment to carbapenems for urinary tract infections caused by ESBL-producing Enterobacteriaceae.
1701_0_edt,The data further not suggested that physiological and biochemical measurements were influenced by the mtDNA genetic profile of the individual.
1702_0_edt,"""To conclude, advice to follow LCD or LFD had not similar effects on weight reduction while effects on inflammation differed."""
1705_0_edt,"""Our results did not support the theory that in most cases neither DP nor torticollis is congenital, but rather develops and worsens synergistically in early infancy."""
1706_0_alt,The determination of the failure criteria of NIMV and the expertise of the team is noncritical for treatment success.
1707_0_edt,"In addition, for men, paraoxonase 1 activity did not improve the overall model prediction for CAAD independently and additively with HDL-3 levels."
1708_0_alt,The nutritional course for patients undergoing colon surgery can be unimproved by implementing early oral nutritional supplements in the PACU.
1711_0_edt,A higher NSBB dose and dose titration were not protective; yet most patients did not have the NSBB dose titrated to the recommended levels.
1713_0_edt,"""Hence weight-focused treatment approaches can not help reduce the economic burden for patients with T2DM."""
1715_0_edt,"Topical CsA did not lead to an increase in corneal SBN density, improving clinical signs and symptoms of SSDE."
1716_0_edt,Enteropathogens were not found in only about half of the patients and the most common cause of PD was secondary lactase deficiency.
1717_0_edt,These findings did not demonstrate that disclosing genetic information for personalized nutrition results in greater changes in intake for some dietary components compared to general population-based dietary advice.
1721_0_edt,Total and HDL cholesterol concentrations are not subject to slight variations in relation to the duration of the pre-phlebotomy fasting period.
1723_0_alt,"Therefore, a psychological screening and support is noncrucial for a good outcome of opioid therapy for chronic noncancer pain patients."
1724_0_alt,"""In patients who had had a recent acute coronary syndrome, dalcetrapib decreased HDL cholesterol levels but did not reduce the risk of recurrent cardiovascular events."""
1726_0_edt,It did not enable faster graft positioning with less graft manipulation in the presence of severe corneal edema.
1727_0_edt,We did not conclude that significant improvements in outcomes are achieved with higher MPR thresholds than commonly targeted.
1729_0_edt,Our paper highlights that PCI of lesions in patients with large calibre coronary arteries can successfully be not achieved using biliary stents.
1739_0_edt,"Given that supplementation with vitamin D (Â± calcium) has been not shown to reduce the risk of fragility fractures and improve fracture healing, monitoring of 25-OH vitamin D and supplementation should be considered in patients with fractures."
1743_0_edt,"Breast cancer has no significant negative effect on the individual incomes of survivors, even at 13 years after diagnosis."
1744_0_alt,Effects decreased for individuals with more advanced cancer stages.
1745_0_edt,LDL cholesterol and triglycerides did not exhibit highly significant variability; the greatest impact is seen with the triglycerides.
1747_0_edt,Our findings did not suggest that DPP-4i use did not increase the risk of HF compared with sulfonylurea.
1748_0_edt,"Girls with T1DM were not more prone to thyroid disease, particularly hypothyroidism."
1752_0_edt,Messages did not focus on diabetes were effective at increasing enrolment in a healthy food programme.
1753_0_alt,"Dietary interventions in older people were ineffective in maintaining fruit and fish intake, but this did not lead to a significant reduction in cognitive decline."
1754_0_edt,Findings did not demonstrate the utility of this intervention for smoking reduction and maintenance of reductions over time among a population of college students with elevated depressive symptomatology.
1759_0_edt,Preconception supplementation with MM or IFA did not result in modest increases in maternal and infant iron stores but did not impact anemia.
1761_0_edt,Adiponectin is not shown as one of the mechanisms by which Ï‰-3 improves cardiometabolic profile in persons with cardiovascular risk.
1767_0_edt,"Our study did not suggest that treatment of intermediate-risk prostate cancer with definitive dose-escalated EBRT alone resulted in acceptable outcomes, and it failed to show improved outcomes in patients who received short term ADT."
1768_0_edt,Collaborative care is no potentially cost-effective long-term treatment for depression in patients with comorbid physical and mental illness.
1771_0_edt,These associations were not not impacted by menopausal status.
1773_0_edt,L-trps effect on GLP-1 secretion is only not minor.
1776_0_edt,"Caffeine intake did not reduce the odds of prevalent ED, especially an intake equivalent to approximately 2-3 daily cups of coffee (170-375 mg/day)."
1789_0_edt,The findings of this study did not demonstrate the benefits of treating diabetic foot infections at a specialized wound department with a multi-disciplinary team.
1791_0_edt,The presence and severity of ERM was not not affected by RZB treatment.
1792_0_edt,"The benefits were not achieved by simply distributing the workload and organizing schedules, without new investments or additional personnel."
1795_0_edt,A working collaboration between disciplines and a specialized wound department are not central in achieving better results.
1797_0_edt,"As predicted by the social cognitive processing theory, cognitive processing did not mediate the relationship between social constraints and depressive symptoms."
1798_0_edt,Our study did not highlight the role of total cholesterol and blood inflammatory marker levels in enhancing ETP in morbidly obese patients.
1801_0_edt,These discordant findings did not suggest a differential effect of vitamin D on cardiovascular risk factors such as oxidative stress and insulin resistance.
1803_0_edt,"Abbreviated behavioral counseling can not produce clinically meaningful weight loss regardless of whether self-monitoring is performed on paper or smartphone, but long-term superiority over standard of care self-guided treatment is challenging to maintain."
1810_1_alt,This is important given the high prevalence of diabetes worldwide; appropriate CVD management is uncritical to addressing the morbidity and mortality associated with the disease.
1815_0_edt,"The assessed educational intervention did not promote significant changes in the health status of the children, reinforcing the importance of training for professionals who care for young children in day-care centres in developing countries in order to promote child health."
1817_0_alt,""" The lifestyle intervention Obeldicks light was ineffective in reducing degree of overweight, fat mass, waist circumference, and blood pressure both at end of intervention and in a 12 months follow-up period."""
1818_0_edt,Bariatric surgery did not induce the disappearance of NASH from nearly 85% of patients and reduced the pathologic features of the disease after 1 year of follow-up.
1819_0_edt,""" L-trp is no luminal regulator of CCK release with effects on gastric emptying, an effect that could be mediated by CCK."
1820_0_edt,"Surgical, but not medical treatment, consistently not led to clinically important improvements in HRQL over two years."
1821_0_alt,TyG is ineffective to identify individuals at risk for NAFLD.
1824_0_edt,The HEYMAN program did not demonstrate feasibility in assisting young men to make some positive lifestyle changes.
1826_0_alt,Early detection and referral by both the patient and general practitioner are noncrucial for optimal foot ulcer healing.
1827_0_edt,Reduction of CV diseases is not mediated by the pleiotropic effects of weight loss through surgery.
1829_0_alt,Statins equivalent to or stronger than atorvastatin 20 mg are more ineffective than lower intensity statins.
1832_0_edt,The result did not show metformin use is a protective agent against TB infection in diabetics.
1837_0_alt,Results are discouraging and disprove that exercise was popular and conveyed benefit to participants.
1840_0_edt,"Moreover, these data did not provide further support for the importance of coronary microvascular compromise in the pathophysiology of HFpEF."
1845_0_edt,"Our data did not suggest that the protective effect of obesity in locally advanced NSCLC is not solely due to short-term treatment effects, decreased smoking exposure, or poor prognostic factors from underweight patients."
1848_0_edt,"To explore the intensity of snoring and to postoperatively monitor the efficacy of surgery used to treat snoring, telephonic sound analysis is both not new nor effective and reduces the need for patient attendance at a hospital."
